#{"t_start": 1746485341.8634398, "env_id": "None"}
r,l,t
-24.105605,252,1097.227186
42.318637,202,1099.442417
6.425331,1,1099.775783
-183.721333,304,1101.98217
-787.254451,537,1107.005774
-32.393388,692,1111.882453
32.773276,175,1113.447027
-4083.59211,1421,1140.93994
-569.735946,333,1143.091818
-70.236192,1101,1167.049881
179.36432,279,1168.873947
-254.317614,770,1173.850181
-13.196383,46,1174.441384
6.783431,1,1174.767222
-70.699341,357,1193.375285
-81.42731,917,1199.247684
-38.326409,409,1202.424114
30.028208,305,1204.889433
91.326344,413,1224.514338
8.873318,1,1224.887185
940.173745,1449,1235.22433
16.170179,512,1255.278116
90.949546,197,1256.891515
96.368058,279,1259.050651
-2175.03186,1139,1266.907278
42.195763,254,1269.702026
2.940177,1,1270.033623
117.548519,151,1289.683959
215.61752,599,1293.876379
416.929686,1773,1322.739902
-246.638487,280,1325.872699
-492.42363,1178,1334.208887
5.740714,1,1334.540967
374.137373,821,1356.76444
142.363132,99,1357.619518
381.175763,417,1361.168599
369.417053,366,1364.272236
618.989713,1682,1393.166837
114.41648,259,1395.598677
-2121.274299,1522,1424.359049
36.604708,54,1425.036686
249.036483,315,1427.109329
-149.981697,310,1429.507326
48.540073,125,1430.698911
7.827451,1,1431.038913
-891.598379,1590,1459.142306
-1634.452421,1192,1484.419863
38.851506,811,1489.95885
7.802395,151,1491.65671
-29.639084,21,1492.290296
9.171109,1,1492.611466
-20.746243,142,1493.982588
131.468026,217,1495.623857
7.532924,1,1495.951352
116.578534,269,1497.959009
201.510027,414,1517.875374
158.839165,218,1519.538679
147.03774,273,1522.015013
545.335167,1010,1529.411731
114.030698,795,1553.23773
374.762233,360,1555.688412
-119.093252,311,1557.690627
168.194723,840,1581.878224
-464.415067,937,1588.808287
-92.133607,1270,1615.026908
136.166535,269,1616.99558
617.876016,726,1621.705879
4.398336,1,1622.032278
58.530555,301,1624.258607
333.514623,576,1628.841999
-251.065257,365,1649.477102
-79.015656,403,1652.416694
78.084474,292,1654.978781
392.203501,268,1656.681918
257.812567,372,1660.067702
-270.846126,262,1661.957948
614.622127,861,1686.213223
693.155185,634,1690.310652
-1219.481611,992,1713.363582
215.745394,668,1717.941379
829.579967,742,1723.62173
287.994674,1290,1748.961464
27.353156,332,1751.352763
117.325018,311,1753.540387
280.988383,464,1773.055037
-17.058432,44,1773.596065
-55.198398,202,1775.103374
-339.066871,1093,1782.057822
67.970914,665,1804.084941
272.050025,752,1809.785803
-316.970645,1336,1836.104663
1608.56843,1233,1844.555668
-7.144282,330,1847.140723
958.792137,751,1869.560391
302.098585,170,1870.738512
157.321734,426,1874.403897
-259.715733,802,1879.748734
410.712277,286,1881.607281
81.929783,1161,1908.321668
8.082692,1,1908.657481
-86.627943,316,1911.114686
-263.898546,584,1915.355627
502.009532,1399,1941.643421
7.142058,1,1941.972279
725.48055,438,1945.113161
362.746748,697,1965.866343
209.416787,356,1968.201735
-156.710951,319,1970.407967
-104.582177,99,1971.24743
362.551782,359,1974.513677
219.235811,264,1976.81493
597.77345,777,1999.31536
152.503842,354,2002.293256
621.986415,432,2004.971803
639.469748,879,2028.958942
775.200184,958,2034.948277
-2370.788252,2004,2065.359443
-99.346437,165,2066.948958
71.856856,144,2068.475206
-375.211574,339,2071.046512
24.416985,663,2092.563647
-242.377794,1084,2100.415818
822.888461,557,2103.547654
589.503004,428,2124.636339
1153.956778,660,2128.922264
8.14081,1,2129.248369
1535.695521,1225,2153.975758
-183.466537,630,2159.070161
-2294.548637,805,2164.331878
615.457205,888,2187.410101
76.836693,193,2189.580997
9.145229,1,2189.908696
357.542648,937,2196.948853
99.785195,398,2199.649715
309.318755,389,2221.258825
-1116.364727,728,2225.826291
-293.029562,306,2228.194982
179.286454,600,2232.442003
150.561781,305,2251.25391
0.443896,970,2257.429963
-1651.551283,2236,2288.820333
535.567781,1073,2312.047096
618.330988,1038,2318.708925
194.314557,1467,2345.575247
188.209068,328,2347.989014
-0.770643,144,2349.484003
1201.414674,933,2371.892153
1199.688892,1131,2379.723889
-203.483595,1693,2406.607931
832.30058,410,2409.708096
1788.05864,719,2431.570117
398.437303,716,2436.15315
1115.071531,411,2439.068916
7.421035,1,2439.401301
247.226804,192,2440.897722
432.811459,395,2443.194972
-63.309955,393,2463.229244
6.289316,1,2463.596684
320.952297,770,2469.7356
306.878289,420,2472.327612
437.877875,387,2475.449142
648.038841,396,2496.011531
406.1648,694,2500.295456
-5806.200665,1870,2532.791825
372.409392,230,2534.392349
-1586.430181,973,2540.644741
597.294979,524,2561.094908
566.887512,328,2563.385704
1220.784992,553,2567.334764
171.673719,364,2569.545957
-3736.697812,1735,2597.255204
750.965623,668,2601.668403
-4680.319742,2215,2649.620487
-95.682501,1527,2659.846347
74.233498,463,2662.820578
149.845574,367,2682.626383
709.614503,513,2685.823321
453.197199,377,2688.615225
2122.702492,1426,2714.582936
2170.971145,1258,2721.957862
910.163753,908,2745.34866
1851.187912,1592,2772.987926
6.976956,1,2773.329718
38.610659,126,2774.625763
177.505434,279,2777.5145
208.186533,460,2780.689601
1193.554323,1267,2807.523398
2316.094916,955,2813.733768
1660.671509,882,2838.754276
966.376687,427,2842.016277
1289.925456,805,2848.13861
55.355331,261,2850.495395
32.830752,1089,2875.748932
-2860.92727,1577,2902.64596
-1858.481957,2834,2936.519399
1206.666316,630,2940.491431
705.27908,1006,2963.658654
-1509.264853,1355,2971.738074
417.224851,261,2991.176571
856.545443,278,2993.088652
28.274057,279,2995.332959
-5527.439381,3026,3033.362072
711.32726,1032,3056.174605
6.475911,1,3056.51041
166.589786,609,3060.66844
1138.215574,920,3083.201353
1723.824441,1343,3092.002444
201.806162,259,3094.2204
712.617701,540,3115.117952
1878.73482,586,3119.258804
1565.723965,1160,3126.721386
-159.255327,1283,3152.485591
13.788044,155,3153.918975
844.536229,802,3177.657329
5.165734,1,3177.983503
588.996512,1194,3185.444425
822.753924,282,3187.982035
726.221202,1133,3212.087586
168.341462,235,3213.862682
377.686395,690,3218.32151
-2043.755694,1471,3244.90305
-3071.562739,1444,3270.153615
7.00005,1,3270.483654
958.779737,848,3277.460666
1766.384336,1003,3301.158916
7.768242,1,3301.465987
2242.288839,829,3307.146587
-2386.003185,1324,3332.209581
-133.725264,592,3335.945368
664.079208,378,3338.699366
-868.932505,1616,3365.520183
974.353759,543,3369.103183
549.680584,475,3372.60712
1970.725313,486,3392.985731
88.773779,102,3393.994376
797.859665,476,3397.654372
99.180144,266,3399.745127
1910.985503,863,3405.316721
706.069258,1152,3431.121629
79.236734,139,3432.181064
2491.0083,1539,3460.476522
-463.925284,1221,3469.14482
419.195166,518,3490.881379
-112.216359,793,3497.404916
2051.790652,1396,3523.784939
2071.221,651,3527.783363
1341.199079,379,3530.059069
2251.896776,562,3550.348978
601.514873,356,3552.786819
536.87551,250,3554.663276
-490.214918,928,3561.210381
30.091778,65,3561.89472
1666.046172,638,3583.884193
148.430425,1264,3592.044825
-1598.01583,646,3614.317356
-3565.28209,1284,3624.160505
5.769905,1,3624.490695
1481.88804,644,3645.904524
2221.819439,1118,3653.198335
554.021251,1068,3677.686363
7.398323,1,3678.001575
1687.490883,650,3681.903089
396.508905,212,3683.874869
487.442106,983,3708.703616
1125.507716,370,3711.84494
-1960.576833,1851,3741.734755
1557.418551,921,3748.514983
-851.650365,1296,3774.388846
-361.008498,1520,3785.171157
2947.453118,894,3809.297776
-7517.948842,1302,3817.589504
-15.523282,11,3817.977221
-1667.385559,1100,3841.727936
1733.911619,774,3847.025986
408.351987,357,3866.864854
1279.219551,822,3872.631629
1374.03994,999,3879.647996
1400.958628,632,3900.775013
879.796956,294,3903.529029
477.832224,420,3906.339887
1244.394381,496,3909.760112
1072.696414,575,3931.834358
-3160.56218,863,3936.827997
5.304802,49,3937.754835
1109.868755,505,3941.763171
1355.583938,1255,3967.101133
1077.179693,931,3972.671798
2208.864181,807,3996.900846
188.193629,173,3998.479045
-1385.718278,2192,4030.453966
-6506.74498,1480,4058.566334
2181.619675,1032,4064.99435
470.407706,1043,4090.133694
-7460.280284,2346,4123.895311
1056.88836,946,4130.256516
2137.604546,754,4155.091992
1980.527552,580,4159.901225
-23.093814,40,4160.45984
3309.993925,830,4166.125764
7.409352,1,4166.499389
2177.804522,965,4190.654193
1653.185898,1130,4198.222935
2136.523334,918,4220.312574
2943.340482,867,4225.814402
531.55749,1538,4253.111579
8.303321,1,4253.474669
2444.188516,533,4256.935909
1480.403253,566,4278.354389
1158.56994,624,4282.859442
3003.044338,894,4288.605919
178.033834,222,4290.734501
808.859314,335,4310.239916
1190.791824,418,4313.391206
3142.719106,986,4319.624274
80.085559,156,4320.748602
-1962.694324,1061,4344.905985
689.399855,245,4346.849351
1211.615155,562,4351.709859
1019.538244,845,4375.852435
1182.69154,959,4382.179892
242.387157,624,4386.079614
2450.621943,1183,4412.239419
1095.218083,255,4414.302804
642.346388,270,4416.418108
-554.60176,426,4420.507478
810.008067,470,4441.449752
7.854858,1,4441.821782
80.037742,212,4443.811342
1683.674177,647,4448.08342
2754.770088,775,4470.699802
3301.675393,1085,4478.904866
312.67436,150,4480.127685
2638.370135,936,4504.279767
2063.327459,562,4509.095974
1155.923265,502,4512.824965
-5964.99029,1008,4539.847768
100.687931,265,4541.655151
1653.184969,476,4544.814412
2768.904406,1038,4551.917258
345.653583,153,4569.916739
-13.031392,37,4570.452355
1843.006257,423,4573.422447
7.325454,1,4573.744191
734.412317,1141,4581.692419
5.341635,1,4582.01453
8.14379,1,4582.318621
-62.82897,191,4584.123971
1452.755349,921,4606.218893
6.732943,1,4606.545584
516.324319,1693,4635.031441
2488.286744,977,4641.57019
1340.347596,536,4644.827808
2595.657252,817,4668.665157
1247.695753,330,4670.917845
1856.827739,933,4676.993428
936.651357,676,4700.013836
2310.073967,704,4704.842473
1647.827366,486,4708.029661
7.594171,1,4708.355714
2390.79523,544,4730.124569
1011.046805,974,4737.306707
960.43086,980,4760.011833
1563.884356,702,4765.818922
-1108.014107,1279,4792.191838
1874.607164,950,4799.107878
-6283.405491,1544,4827.107985
-12.62783,44,4827.679937
206.349687,87,4828.462515
3485.897204,800,4834.032112
-506.630994,252,4836.033146
1555.104756,722,4857.881994
8.263314,1,4858.216969
121.645541,108,4859.45262
4.364511,47,4860.239805
-11828.925271,1736,4889.416283
1356.999019,642,4893.688411
2259.921674,642,4897.605425
-1083.095829,854,4919.828522
6.118338,1,4920.155148
-501.258276,1084,4927.312913
-1890.122175,1246,4953.231701
110.956579,178,4954.501185
1094.585183,440,4957.930049
-675.902117,606,4962.524307
-1101.598762,1349,4988.669987
4754.465028,1506,5015.946223
791.00592,1141,5025.219641
1626.338939,408,5046.647097
2409.64025,797,5052.082327
-100.27643,907,5058.469351
958.121774,509,5079.17187
2058.767115,784,5084.508435
2778.088545,1006,5090.879029
1727.76993,765,5113.695898
-45.633193,190,5115.357487
2252.039616,794,5121.125465
7.731376,1,5121.461179
542.368446,183,5123.41921
2118.92699,661,5144.081736
641.484763,205,5145.658582
556.579062,383,5148.427441
-428.113179,400,5151.741217
8.001179,1,5152.074378
2936.58299,1246,5176.98672
2752.380557,1363,5203.245028
1363.873622,469,5206.539366
294.549413,314,5208.880031
7.081511,1,5209.238189
2668.587511,700,5214.368757
342.172392,150,5216.032489
3079.117829,1420,5242.960635
-886.06021,845,5248.268178
6.185353,1,5248.592919
7.56619,1,5248.897444
1881.745944,445,5268.850463
6.493999,1,5269.173161
1319.208495,396,5271.688617
2429.938893,726,5276.859583
2520.107323,737,5298.959458
-2028.333035,1001,5305.521464
2964.552124,666,5309.928085
461.014302,199,5311.93245
2900.846515,922,5335.861266
2485.261799,639,5340.514729
2548.074163,838,5363.548178
2218.23385,576,5367.765431
863.518772,340,5370.26203
8.086033,1,5370.594979
44.909442,618,5374.538022
2602.290624,584,5395.424986
3996.456445,675,5399.560061
321.864029,239,5401.279724
3277.147944,831,5423.654475
8.655488,1,5423.980673
152.238825,91,5424.752128
2622.717256,1258,5432.861828
1089.334903,461,5435.926498
544.583629,200,5437.57757
2902.902069,962,5460.837593
3570.041397,920,5466.884335
7.117501,1,5467.212874
1509.044889,326,5486.115925
1136.030824,885,5492.75123
2166.43796,853,5498.322373
1610.374752,755,5519.96546
3935.658205,1209,5527.662677
1154.894453,294,5546.968091
1208.915161,284,5548.778364
3681.034679,1243,5556.443058
3688.361988,730,5578.284357
8.357231,1,5578.610745
6070.14052,1174,5585.842599
3086.879729,569,5590.539265
6.659944,1,5590.86165
3206.879358,814,5613.024977
1950.951402,1233,5621.231798
2873.331768,785,5644.504964
3558.119951,1008,5651.728518
1933.971389,518,5673.125163
2335.846653,1026,5680.302313
2353.598661,1393,5705.725154
170.028706,1208,5713.835383
1774.880762,493,5734.098619
2561.181933,549,5737.665101
7.031289,1,5737.993691
3969.79571,1324,5764.153488
8.698705,1,5764.522432
2265.083211,465,5768.159517
1370.835235,423,5771.253225
7.694839,1,5771.567886
2348.426987,544,5775.285729
192.418855,97,5776.133999
1867.414506,1108,5799.963133
8.8394,1,5800.333983
1235.883029,738,5805.470163
1325.474895,1107,5828.873162
869.664747,227,5830.924591
1748.06283,373,5833.892859
3870.923378,1058,5857.6559
1141.381416,848,5863.722262
-156.788166,1459,5890.481756
2699.138166,927,5896.050605
-1544.83271,1387,5922.863798
3192.460456,817,5929.250149
2607.425617,1067,5953.552275
1940.926755,399,5957.012969
5346.881217,988,5964.637413
3220.717332,762,5986.604989
2141.628285,759,5991.513181
2805.496258,726,5995.96482
1074.038728,845,6018.154729
1997.562892,534,6021.582957
3031.1148,1947,6050.278599
2783.27679,2036,6080.770038
351.506271,125,6081.790804
4077.437283,1502,6108.314256
3114.980885,617,6112.202574
3997.711135,1016,6135.360854
5.468489,1,6135.698211
3574.039851,1522,6146.17649
3022.054506,637,6166.62296
6.399769,1,6167.0405
8.268689,1,6167.342477
3269.922177,753,6172.772516
3166.688466,822,6194.195732
2431.127239,649,6198.456153
-169.331105,259,6200.390716
1918.171917,1541,6227.35989
9.267011,1,6227.68705
-41.779298,104,6228.791659
2384.5596,1379,6237.652779
1162.87185,271,6256.502238
-61.522726,111,6257.735818
1578.346166,477,6261.347015
3178.678881,532,6265.182086
-4240.912212,1762,6297.457504
2458.809371,797,6303.023037
6177.532393,1247,6328.118438
3829.083045,811,6333.018036
3938.493431,819,6355.835869
3890.426169,948,6361.677945
2684.392038,725,6383.448414
1850.908976,864,6389.631003
781.365511,278,6391.914973
3896.302984,705,6396.377738
3694.322305,841,6420.468004
2487.90409,1015,6427.412612
-4131.861402,1131,6451.744714
2675.75847,1085,6458.556031
3776.396878,555,6479.017256
3995.966743,2291,6510.809803
3399.909751,1279,6519.767649
5186.092008,933,6543.36126
-1220.601377,1653,6569.969087
400.754559,137,6571.12469
5529.105889,957,6578.849901
2787.098039,812,6603.14349
4553.018474,954,6609.4938
2415.265169,509,6613.744986
3572.346899,821,6636.030277
2865.653119,1591,6662.851318
3710.274013,1553,6672.659629
3041.92416,540,6694.13315
5553.122995,1012,6700.395442
3417.025686,1598,6728.091625
2184.26598,700,6732.392504
2650.511595,466,6735.603289
48.832954,56,6736.230635
4006.204781,923,6759.13807
2964.423947,460,6762.592937
7.717187,1,6762.915031
134.365057,77,6763.67521
2800.309556,788,6785.451524
7035.489914,1285,6794.127455
4122.421333,1258,6817.997785
2085.315236,371,6820.738338
3826.443904,1342,6847.889956
-27.881503,39,6848.450752
5642.160138,1348,6857.425194
4516.749771,662,6879.523247
6.222464,1,6879.855138
7.772556,1,6880.160204
354.7082,125,6881.341152
2782.728873,444,6884.210874
6517.356467,1530,6913.804957
2847.799337,628,6917.573467
4447.354825,779,6923.607903
1782.273838,397,6943.684499
7.987898,1,6944.006812
6241.530356,1043,6950.869435
3467.113603,920,6975.347822
513.729498,170,6977.08004
1938.983124,322,6979.128858
7057.834711,1239,6987.759943
2141.000227,560,7008.714803
2513.21124,466,7011.545987
3542.09971,2689,7046.198813
1861.301909,471,7049.329254
6.633508,1,7049.668747
3496.811116,912,7074.091758
2678.401757,478,7077.330922
2158.755927,755,7083.748432
7973.60767,1600,7110.830732
4738.869041,1105,7136.151743
6829.930886,1595,7163.22006
5952.538707,961,7169.261031
72.790355,82,7170.07217
2607.441744,444,7173.097725
5002.669625,1121,7198.518675
2910.68094,916,7204.882779
2396.564439,661,7226.672704
4009.263569,1092,7233.691318
3091.988297,766,7238.459329
4709.806633,1132,7263.647057
3715.317472,1294,7288.71858
8.134549,1,7289.076923
666.055604,198,7290.695138
8.821699,1,7291.027556
5180.240748,1028,7298.624001
2902.688952,1631,7327.050694
7789.421376,1434,7353.657928
6069.1502,1463,7363.070411
6841.141161,1316,7388.246313
4424.41831,766,7410.658338
5067.709928,840,7415.672488
43.142375,112,7416.6122
8426.852252,1274,7442.310448
367.876998,144,7443.398671
6774.937358,1603,7454.159114
2683.039984,526,7474.551857
3937.29623,1284,7482.850923
4042.383223,985,7507.263052
3977.76552,974,7514.686987
1108.030981,270,7516.537856
3766.909015,732,7539.22649
6733.810448,1382,7548.666683
1936.618699,447,7568.566812
5666.904152,844,7573.947666
3257.821537,933,7597.027633
9741.457069,2185,7627.155227
2198.480883,703,7631.598257
4356.216036,668,7635.465858
7161.875158,1719,7663.55672
3169.129976,544,7667.414686
5286.294824,888,7689.944026
552.553851,136,7691.042397
-2323.335851,2035,7721.444369
1811.69164,466,7724.859181
1186.427603,288,7726.835041
5631.293737,984,7750.414011
4384.310201,1189,7757.609184
14.2266,74,7758.373456
4267.042206,782,7780.679395
8.54969,1,7781.037872
4057.627464,918,7786.566335
410.848861,1484,7813.551516
6960.752177,2167,7846.780243
9025.16286,1762,7876.106994
106.238099,83,7876.915722
6578.703025,1332,7901.551954
3973.180202,707,7906.232494
5.765082,855,7911.443043
3144.495843,1147,7935.322914
7752.950083,1086,7942.595678
425.609592,745,7964.461679
3005.802026,749,7969.181178
7905.401771,1600,7996.805819
499.756016,212,7998.463084
6593.895144,768,8003.794183
7.373107,1,8004.122352
9033.279374,1636,8030.617961
4652.861777,1423,8056.549007
4432.091299,660,8061.484208
305.529661,103,8062.412447
5333.105023,817,8084.484033
7545.979482,2060,8114.967372
6040.987757,822,8120.79568
179.466912,84,8121.667774
13.860524,43,8122.281026
7482.679638,1754,8153.403378
2779.120391,414,8156.067925
1502.939962,290,8158.055203
8.437083,1,8158.393189
6194.707087,1016,8182.041036
9065.49102,1814,8210.46011
7578.046276,1028,8217.127348
3931.995128,1046,8241.023355
6394.248534,958,8247.104978
1042.981089,267,8249.630967
6744.825068,1323,8275.011471
9736.184796,1320,8300.063053
13928.246308,1563,8310.126515
5973.799471,1090,8334.229579
6.939425,1,8334.573855
8035.787325,1124,8341.806844
1837.81561,659,8363.990408
13387.4666,1829,8393.004176
8285.167574,1754,8403.985074
1638.397569,282,8423.488938
5550.832898,868,8429.353798
8.840331,1,8429.686748
8294.733876,1457,8457.412737
460.886007,189,8458.873734
7961.262006,1044,8465.988978
9420.504745,1697,8494.561308
10151.024643,2337,8527.378762
9287.430587,1602,8554.885072
1242.76936,286,8556.925947
10695.655456,1548,8584.161349
8864.474719,1151,8607.760221
6.590863,1,8608.099781
9120.377811,1181,8616.094583
9908.245974,1421,8642.698881
8044.523557,1914,8672.275797
8089.185298,1295,8680.515516
1922.769575,407,8700.404023
254.965048,106,8701.268295
7990.667509,1429,8710.731104
8323.390687,1099,8734.248455
10852.969037,1799,8764.573443
-0.168065,43,8765.150474
11168.163268,1959,8794.997182
8221.61514,1148,8802.453312
5620.533596,1513,8828.87868
6792.518524,859,8834.615826
308.193021,197,8852.933684
5890.174561,921,8859.25415
6411.292795,1107,8883.825248
7931.897969,1763,8895.22824
4967.190273,639,8916.995015
659.786344,174,8918.428631
10485.351361,1933,8947.647882
10201.687567,1375,8957.317463
13.267024,61,8958.036
-14.938606,43,8958.61649
8275.713856,1545,8985.454566
241.735242,101,8986.371935
9597.25893,1444,9012.126012
11347.395382,1316,9036.983861
7415.59016,993,9043.527034
811.204833,240,9045.267129
239.13645,86,9046.386967
4964.627283,1316,9073.125699
10209.727173,1602,9101.70505
5.872025,1,9102.032773
8948.442912,1080,9109.405792
6915.09681,1052,9132.999592
8029.69538,1684,9160.015853
10172.48008,1525,9169.390107
11188.450991,1316,9193.812408
10408.358561,1271,9220.026333
9739.801741,1443,9229.103452
1078.865977,875,9251.529264
8607.419557,1292,9259.343633
2072.299512,426,9279.230453
2224.714426,972,9285.873781
10084.667236,1064,9310.283283
11696.344666,1484,9319.91909
8.082738,1,9320.243904
25.505369,65,9320.919198
9848.926487,1462,9347.334815
6.446835,1,9347.658882
9889.662856,1155,9373.175519
11414.781752,1395,9382.394468
12194.010459,1836,9411.738276
6.43259,1,9412.100102
12923.992073,1666,9439.506018
7.339156,1,9439.830676
14607.964537,1938,9470.057328
9907.349769,1324,9495.622104
4116.426486,732,9499.58349
9551.914271,1302,9525.558506
10509.288087,1423,9535.053427
11686.518006,1535,9562.250458
907.971925,169,9563.471502
663.9093,151,9564.618894
11044.579862,1824,9592.8313
14714.716761,1783,9620.755728
9133.467067,1075,9627.860316
88.314924,66,9628.572169
13238.975533,1626,9655.363928
8102.341058,1186,9680.767311
33.384225,54,9681.477582
14064.075906,1533,9709.906327
8865.023692,999,9716.202884
10326.507001,2051,9745.70739
8.318163,1,9746.040049
7207.989156,1462,9772.391644
15594.246706,1782,9800.311365
7356.519815,1312,9809.191359
13668.745031,1548,9835.907029
5558.420088,759,9842.457663
190.856401,962,9864.90388
7268.593069,990,9870.899732
2574.780915,362,9890.15474
3301.847491,471,9893.153276
7625.642945,1475,9919.331622
13973.954616,1638,9930.123444
1496.697798,405,9950.559605
5.236266,1,9950.88995
11704.705725,1690,9962.254354
14860.828214,1696,9991.639869
9075.09356,1120,10017.940356
165.00609,79,10018.77934
13202.466517,1539,10045.407045
11447.397636,1214,10053.466577
14069.833925,1834,10081.419126
16491.691499,1720,10109.166969
16314.424775,1802,10139.215906
17418.829941,2122,10169.167665
5090.19288,536,10172.969285
12963.673134,1639,10201.880778
15740.420843,1754,10229.553846
9404.166976,1142,10236.763748
6917.000673,888,10260.070795
8.371604,1,10260.39072
8478.064462,1121,10267.518444
6355.641551,772,10290.256421
16448.906084,1749,10300.878014
9681.854502,1634,10330.552642
13016.503325,1533,10359.618206
7365.031217,1052,10383.475389
2451.534791,494,10386.637614
17113.245251,1825,10415.742719
25.196461,60,10416.425216
13916.149515,1629,10426.134187
12617.004144,1452,10452.246763
240.506341,151,10453.393178
8031.875875,859,10476.007004
6616.770841,786,10480.754144
12010.08905,1520,10507.500312
10526.757998,1350,10516.271298
18734.394018,1838,10544.584044
12332.281776,1263,10570.587353
5735.448735,863,10575.846328
7.428292,1,10576.18317
7437.924262,756,10598.859593
13479.566912,1415,10608.083219
16485.746463,1786,10639.44665
14229.007914,1719,10667.859575
9564.499682,1105,10692.800113
7021.233712,794,10697.319802
10519.650738,1111,10721.842917
7.633856,1,10722.173119
16872.28169,1674,10732.916057
9755.561632,1280,10758.557732
665.863843,139,10760.039381
12473.278303,1322,10784.807492
13996.034627,1690,10809.586315
6.005441,1,10809.917765
11007.101946,1358,10818.519083
255.951928,85,10819.371441
14829.670967,1867,10848.154482
2483.864529,348,10850.783854
13783.164097,1452,10877.917477
13978.860247,2643,10912.348462
7.546224,1,10912.685261
6.354835,1,10913.009279
5087.518346,2218,10943.878489
5705.154279,707,10966.894432
3937.534389,765,10971.775014
14529.181343,1776,10999.446677
-44.152291,69,11000.208511
18232.087239,1808,11028.89378
15169.854179,1589,11055.969355
13497.975722,1601,11082.974449
18870.339353,1988,11112.311855
7.759658,1,11112.640359
