#{"t_start": 1746485341.8707557, "env_id": "None"}
r,l,t
33.052981,427,1365.294974
8.271438,1,1365.621332
-1149.116717,1100,1389.468704
348.735707,329,1392.075807
397.568029,281,1394.397192
7.790792,1,1394.720192
36.769242,368,1397.33039
-342.350864,486,1417.91696
98.75039,126,1418.98296
124.65602,173,1420.306935
-0.009023,395,1423.45654
-838.770128,1088,1432.371465
-27.505531,341,1451.996169
448.441972,866,1457.876107
-4531.715204,1854,1487.950257
225.296744,428,1491.055271
165.712527,123,1493.199392
-766.072256,1475,1521.607933
-155.41222,142,1523.132374
-338.910595,429,1526.014802
-95.691605,343,1528.550643
593.711274,854,1552.624832
-273.694129,908,1559.218794
5.239886,1,1559.534302
-1039.279906,952,1584.070545
1.721279,54,1584.683219
-6.712533,314,1586.680912
6.29149,1,1587.006532
890.046982,691,1591.850957
-66.216569,92,1592.747442
264.264306,649,1613.592301
7.311798,1,1613.931028
406.912258,736,1619.334208
-353.965125,440,1622.777858
375.766613,857,1647.494282
-327.777261,376,1650.161533
-1373.778119,382,1653.014133
-250.219111,560,1657.320184
8.675244,626,1662.700398
15.199705,71,1680.799297
-253.270332,586,1684.419171
1289.738509,2344,1717.037055
-101.914407,187,1718.88277
310.259631,272,1720.881052
581.349632,473,1724.405324
-53.939093,317,1743.142456
769.447603,794,1748.067719
136.759376,907,1754.751839
-415.782421,1660,1782.888306
-20.410787,416,1785.580594
288.889853,170,1787.063929
-126.59189,255,1805.676946
-120.180299,324,1808.175333
193.363774,301,1810.50174
-275.323773,172,1811.717783
8.487928,1,1812.043595
-410.726243,651,1816.227318
194.022591,325,1818.454568
183.619971,298,1837.82544
761.095669,888,1843.271745
312.824794,195,1845.0045
72.567735,1363,1871.848942
799.893043,1048,1879.191067
714.256836,607,1902.089337
-142.450519,901,1909.08183
-126.004252,344,1911.759384
564.892083,1046,1934.790477
340.438203,692,1940.001426
232.593278,437,1943.470525
401.980047,567,1963.632483
771.23482,807,1969.078711
136.779893,303,1971.60962
5.827931,177,1973.083484
187.533855,309,1975.567536
556.514374,259,1977.835308
515.401367,440,1997.845629
154.8878,277,2000.027047
8.267386,1,2000.349747
1183.980551,769,2005.77838
-98.449773,314,2008.227124
316.094209,268,2010.060917
207.918557,1024,2033.381502
536.952532,576,2037.681298
1263.472031,913,2060.271564
6.509242,1,2060.682023
80.602915,188,2061.973054
-484.460518,606,2066.291415
1221.44969,1009,2090.768459
146.572002,91,2091.61556
669.801321,926,2097.513968
8.128613,1,2097.856326
226.723545,249,2099.713898
8.441367,1,2100.036676
907.551373,1267,2126.208326
2365.214179,1526,2153.186119
556.064729,660,2157.910111
7.04276,1,2158.232779
637.402013,729,2163.035209
-93.804755,273,2165.483681
22.089633,463,2185.584426
568.327944,305,2188.013927
8.539412,1,2188.352275
-31.57859,235,2190.560326
-130.502865,203,2192.102267
-41.154451,410,2195.074305
-4354.969525,1796,2226.207373
520.550561,676,2230.921409
74.175546,239,2232.865824
706.066934,444,2252.54364
-217.003185,832,2257.838686
51.114068,960,2280.651917
687.816217,643,2284.388689
8.344894,1,2284.714261
9.288407,1,2285.011622
-1894.414936,1814,2313.069894
822.848357,1128,2320.294342
-397.924045,296,2322.580804
1611.845626,1280,2348.354408
234.013334,643,2352.551363
-108.151549,668,2373.698444
-1091.333839,747,2378.354291
9.28836,1,2378.676082
1868.449837,1259,2403.062921
1931.739892,974,2409.316462
1506.724866,672,2430.86353
1827.440027,1023,2437.758138
1047.739414,1216,2464.280924
293.202768,370,2466.79674
6.659419,1,2467.141462
2484.166797,1335,2476.905186
1588.940886,1144,2502.458936
863.422923,731,2506.909035
898.766967,1167,2535.21258
-13338.445043,2209,2566.383651
35.908392,1347,2591.200022
-1501.040079,706,2595.74567
6.765183,1,2596.081405
903.104603,684,2600.386964
60.001715,1336,2626.358727
305.564624,519,2629.598855
924.47197,1148,2653.759933
-780.999911,1375,2663.283667
472.156739,934,2686.609756
471.708707,1142,2710.312021
-586.169065,328,2712.550728
867.897033,522,2716.2952
-1935.823789,660,2719.80712
557.578729,474,2723.156831
1292.02842,982,2747.085039
195.762582,212,2748.613315
1755.542995,1175,2773.702905
113.097017,201,2775.950771
924.153197,970,2782.595739
226.312216,247,2784.402802
304.466678,288,2786.709712
127.213087,260,2806.040115
-2128.343588,1894,2837.889364
-1257.04247,956,2844.937504
-634.33176,834,2852.007005
750.74778,254,2871.637184
-1830.850124,1975,2883.832753
61.614096,255,2903.251144
198.38561,303,2905.031286
-1040.105124,2016,2933.148199
78.110744,611,2937.537417
-4689.191794,1692,2964.855891
1184.931166,1253,2972.436778
-1083.525106,1424,2999.572033
1778.938675,608,3003.365726
536.308577,311,3022.646704
-809.672603,527,3026.748144
-91.427551,205,3028.346275
7.294838,1,3028.670891
44.243037,192,3029.976593
1416.75698,775,3035.055045
-757.355279,1069,3058.680129
290.618191,757,3063.539823
260.955084,109,3064.595545
1573.577258,1137,3088.224699
709.987561,627,3092.659623
503.455499,342,3095.255744
1485.286176,768,3117.625885
-706.057564,1163,3125.25311
1805.994651,879,3148.8562
1360.326784,1059,3156.116175
-2500.809829,1720,3185.826276
-581.607098,1363,3211.466781
593.78865,1131,3219.474288
929.65973,329,3238.311296
8.953263,1,3238.631072
2280.859717,979,3245.253608
657.615032,1475,3270.985152
7.821534,1,3271.310433
-23.58551,38,3271.881338
-332.060455,687,3276.323037
6.950994,1,3276.644846
285.05852,160,3278.171479
-2914.862529,788,3300.021531
305.742346,277,3302.556081
-641.997364,684,3306.760678
2015.111191,1082,3330.31931
637.680827,308,3332.821263
1349.791566,1182,3340.318909
619.991656,1092,3363.76057
1324.75506,471,3366.972203
847.867496,1039,3391.293596
1050.979009,512,3395.442859
-1733.561288,1025,3402.424135
1980.648779,976,3426.071918
67.415714,108,3426.992304
1336.104729,440,3430.529158
540.391906,339,3433.311979
90.023056,194,3434.610007
2707.916846,1226,3461.004185
33.276086,81,3461.724174
267.888989,455,3464.514588
679.905562,261,3466.490892
-406.441564,952,3491.89726
350.919828,1099,3500.16536
1051.340076,311,3502.142786
-2343.57796,1881,3531.079555
-2678.759871,1417,3557.142099
719.025734,346,3559.330787
970.4565,755,3582.363491
1863.503663,839,3588.011043
9.208033,1,3588.310552
1596.404559,382,3590.643754
64.100342,350,3593.117619
1606.515007,519,3614.75162
1925.175321,625,3619.177406
-30.434601,173,3620.723698
230.24668,363,3623.161273
1414.093557,947,3647.319548
-4532.780638,1429,3656.373335
-2524.09571,1522,3684.723359
7.897571,1,3685.030053
652.584467,411,3688.066172
1636.455901,778,3711.155092
2441.92442,1276,3719.089628
8.040881,1,3719.437339
8.77784,1,3719.741352
1072.342896,1366,3746.798021
2255.848453,960,3753.657672
564.48295,681,3775.786326
-933.549332,492,3779.311114
2098.294077,1039,3786.973074
1926.561344,1795,3816.008063
604.709481,320,3835.228717
892.057599,372,3837.573494
139.908676,1619,3865.114534
8.188253,1,3865.454956
778.025278,288,3867.904643
2873.823782,652,3871.95481
1354.482076,544,3875.652633
327.657755,452,3878.963687
2546.206821,939,3902.852335
1181.043892,794,3908.500299
-3688.988223,1650,3937.418014
102.946379,284,3939.67272
534.404266,162,3940.883414
1127.508545,1052,3965.048252
55.473467,68,3965.747667
-2893.23892,1218,3973.434404
136.225456,135,3992.349874
101.075953,77,3993.296903
614.784417,181,3994.797618
990.271017,458,3997.949159
864.883502,407,4001.401065
272.636966,302,4003.324032
960.809646,505,4006.421653
792.875617,1054,4030.997345
1043.934589,549,4034.711261
863.385522,876,4057.803115
8.516181,1,4058.183823
1502.225556,1052,4065.334359
-561.942919,823,4088.082684
2945.744969,828,4094.958488
2250.51662,1613,4122.89336
1209.826075,845,4128.245902
7.356252,1,4128.618614
-220.997313,532,4132.248934
-276.356472,157,4152.631984
-195.526467,248,4154.548588
434.757679,419,4158.10065
995.135256,1379,4185.484385
244.120688,173,4186.83542
359.572262,130,4188.345991
353.652896,1008,4194.645598
1660.881348,426,4197.529962
895.571368,666,4218.411385
1638.275223,1234,4226.681449
1865.637586,790,4247.923521
299.279897,306,4250.144607
-3.689139,268,4252.200898
1298.768178,1021,4259.903009
486.476276,343,4279.493363
2714.453088,820,4285.097198
2012.900776,656,4289.56911
78.187757,167,4291.411983
261.760294,1214,4316.765512
1447.359203,1822,4345.950106
1621.537928,584,4350.619801
8.977406,1,4350.950709
1270.576778,483,4354.28809
-6717.150473,2163,4404.964793
334.971779,1080,4412.761787
-434.116169,882,4419.615722
8.043743,1,4419.95611
-60.661966,448,4440.750746
308.282606,209,4442.968573
2269.859018,604,4446.977694
1326.847609,552,4451.661828
2147.973327,544,4472.246294
3132.227461,653,4477.390786
1012.81005,1118,4485.35747
682.473384,541,4506.901637
7.414846,1,4507.218808
7.161639,1,4507.512842
400.782548,186,4508.665558
1874.001181,697,4514.237942
274.04454,209,4515.96596
11.531867,157,4517.354052
1340.226283,357,4538.896663
2983.14939,1009,4546.284653
2332.377742,775,4550.988722
17.373094,183,4552.662357
-134.552728,1227,4578.193145
1320.948509,489,4582.799383
1306.226868,644,4603.185406
180.678957,271,4605.057018
628.383931,557,4608.911897
810.528776,371,4611.781606
159.144873,327,4614.07563
8.189807,1,4614.41697
2790.678971,1032,4637.988499
-4765.350668,1445,4664.810951
1056.826676,375,4667.902501
1110.414444,1059,4674.78547
385.429324,130,4675.809201
2742.190009,809,4699.526496
1908.538797,658,4704.175357
-1105.980269,486,4707.356715
-2352.81114,1556,4736.816832
2309.257977,1432,4763.418819
8.892572,1,4763.769353
1652.981547,618,4767.907261
5.422772,1,4768.238616
524.832336,170,4769.610132
802.787914,314,4771.536067
1010.099163,562,4793.523669
20.171629,161,4794.676719
2206.126474,677,4799.438763
489.926993,272,4801.30134
-263.975638,1117,4825.732573
2148.907294,501,4829.847195
-571.41324,477,4833.120409
1280.171555,1175,4859.053632
2488.789499,1008,4866.400498
1335.364563,446,4869.332423
1244.401877,491,4890.567756
3112.519562,1115,4897.160674
1605.411339,420,4900.503316
798.712405,595,4921.360586
3187.589231,1288,4929.62238
2156.347821,466,4950.267681
3069.808196,905,4956.494135
7.706297,1,4956.819461
2102.008813,378,4959.432204
417.465312,177,4961.124041
2801.610355,1519,4988.163711
1538.904432,397,4991.274768
2786.284021,1069,5015.132934
215.882433,108,5016.663632
896.005597,1005,5024.227182
1369.597295,797,5048.830559
4491.299755,849,5054.393336
2765.223442,955,5077.990604
4370.595284,1023,5085.516087
3396.295486,980,5108.588131
103.496455,167,5110.406636
8.878984,1,5110.728285
1673.012,532,5114.177707
2182.688404,1022,5122.380938
1995.099273,1013,5146.1678
-1155.128864,736,5151.309062
-6644.683586,1880,5180.775459
994.175007,247,5182.83618
1240.416016,1662,5212.039609
1047.415541,374,5214.973842
1762.621628,957,5239.110537
442.797899,173,5240.570294
2708.516885,691,5244.844554
1796.506322,832,5267.697744
2782.814417,784,5273.549727
5099.144149,1064,5280.803641
3690.313969,1144,5305.052731
1584.789147,543,5308.919322
2178.136643,513,5331.213454
1623.453221,1394,5340.507875
927.918987,278,5342.6613
553.458998,2010,5373.775284
126.598428,1793,5402.731029
432.116264,149,5403.79908
2764.588095,632,5425.630613
2933.136566,716,5429.820248
1807.456029,1282,5455.220423
2616.008634,658,5459.624818
1473.720424,957,5465.919394
1343.595221,577,5487.238364
-1769.311661,1813,5516.533478
1885.949273,1181,5523.848973
4227.426146,1639,5551.895281
2465.95137,1222,5559.381477
2888.80653,696,5581.271681
2613.470974,1041,5588.288659
7.89333,1,5588.632809
998.83628,1045,5612.023538
1475.800915,1855,5642.764136
3204.035579,890,5649.096263
2514.515512,684,5671.911735
1754.855151,408,5675.133498
2494.795603,788,5680.678162
2564.299004,1239,5704.218204
6.265995,1,5704.602264
564.85523,170,5706.176178
913.846393,200,5707.535011
1573.711775,1376,5733.232897
1661.679398,976,5740.311842
4107.305882,1389,5767.329895
5940.237116,1452,5778.443274
2861.757415,1213,5803.008278
3100.067999,853,5808.747996
1498.195378,633,5829.574562
4927.575277,1058,5837.119816
3961.562039,1233,5862.523649
3100.800978,539,5866.255543
3473.412043,994,5889.737415
5024.138853,1121,5897.058153
213.491657,1300,5923.71571
2468.755012,424,5926.652677
3870.741241,1571,5954.682287
502.017205,215,5956.21989
2545.535603,550,5960.339381
1103.958157,245,5962.131061
-50.571049,116,5963.159173
3112.421911,624,5984.728686
2576.250984,1300,5993.472036
2530.903845,946,6015.63454
248.523169,986,6022.536376
5263.379048,1406,6047.546256
3278.548768,583,6051.456039
3903.367828,1019,6075.029604
899.898974,538,6078.587205
7103.643065,1620,6105.972507
481.182158,183,6107.264786
4354.516085,1123,6114.356208
2703.350334,946,6138.008515
2829.504033,922,6143.758472
1950.556581,581,6164.195287
4989.233024,1062,6172.041927
3216.248529,904,6194.574434
2297.067695,1110,6202.233799
2373.872131,592,6206.294599
1528.544798,944,6229.670926
3180.705077,552,6233.000939
4678.573864,859,6255.473859
2565.05841,443,6259.231153
-5839.861469,1603,6290.795857
-29.509308,36,6291.315261
1596.451384,1144,6298.935062
266.711147,190,6300.32814
2619.344494,870,6323.154381
5855.787079,1774,6334.518399
5866.143957,1041,6358.386454
1322.363524,1169,6382.237579
-38.228752,29,6382.760809
3515.862689,689,6387.487053
1421.017694,298,6390.342638
-2720.673279,907,6395.959006
189.68167,80,6414.255487
2108.133173,455,6417.087426
463.395538,204,6418.810153
9.140236,1,6419.150369
8.417085,1,6419.464984
1408.482885,329,6422.208691
1800.124585,811,6427.791472
5481.817275,1068,6451.079804
2087.01737,1657,6478.446656
6516.901088,1335,6487.415542
1824.122197,430,6506.576522
5559.469865,1180,6514.774389
934.1746,201,6516.300365
1593.785193,774,6539.262105
7.424687,1,6539.587524
2669.953207,1143,6546.42584
4714.727865,1489,6573.02584
297.970274,132,6574.256543
2424.482744,402,6576.744755
6.676011,1,6577.060634
3290.16448,1186,6604.440794
4468.418267,992,6611.268445
2993.52797,799,6633.939672
5435.249396,1064,6641.023911
4359.655168,731,6661.850205
-293.395891,311,6664.433978
2111.903008,703,6668.56121
2980.924901,818,6673.838326
6.820327,1,6674.171461
5886.093283,1166,6698.868622
5304.084978,1058,6722.768934
2032.497034,474,6726.119493
5362.685136,1184,6733.681455
3968.519691,1189,6758.401589
27.915628,113,6759.753467
4655.331566,1033,6767.184771
5067.700215,1534,6794.528092
7506.070976,1310,6818.656632
4313.032266,1126,6825.945476
-2.48802,42,6826.532016
2816.044841,1419,6854.125968
292.026826,147,6855.194201
384.309491,193,6856.510991
-3013.519425,1924,6888.071746
4235.08524,889,6913.16129
4152.581888,931,6919.626568
363.287692,134,6920.857633
1032.562804,377,6923.12792
704.633303,152,6924.623888
6196.707169,1203,6949.89617
506.668877,679,6954.720053
5479.525945,1675,6984.912732
4153.929666,720,7006.591977
8.511046,1,7006.931472
6419.783549,1374,7015.805095
4282.087024,1003,7038.380819
464.168307,182,7039.631351
6.367802,1,7039.935722
5161.457628,1352,7050.176153
7.896054,1,7050.543263
592.860096,352,7070.145901
5754.163901,1155,7078.535869
51.529735,81,7079.331137
7.574812,1,7079.653443
8.311628,1,7079.956745
2324.658126,411,7082.663682
6998.673435,1443,7108.543755
7.312859,1,7108.877116
4045.524633,737,7113.956431
6.321174,1,7114.289445
3834.596066,1121,7139.292627
4394.735973,1015,7162.362655
6524.723934,954,7168.336591
3564.900999,842,7174.91697
2522.362247,534,7195.409974
3587.364337,562,7199.98455
5296.4488,1204,7225.115191
7.717691,1,7225.462852
5082.973349,849,7230.88209
5539.859731,1344,7256.731048
6425.470605,1113,7264.663274
1103.470927,1482,7292.017101
630.682781,159,7293.408254
6811.774907,1133,7301.107188
4090.094379,1227,7326.619084
1680.497324,340,7329.195276
786.553224,198,7330.699033
6712.903306,1385,7356.883491
4666.589985,1598,7383.777908
4736.799955,1433,7392.996864
6804.293651,1065,7417.315873
3389.65861,669,7421.750977
243.482208,128,7423.000913
8.600971,1,7423.283913
2433.029126,669,7444.349295
5.052568,1,7444.667667
5839.950673,1159,7451.954063
6729.980837,1207,7477.167519
2734.754762,402,7479.509837
6906.298246,1165,7504.440534
4120.938261,945,7511.69502
6.041533,1,7512.025104
8100.44507,1527,7540.655539
5611.919201,1077,7547.521364
5935.683473,1252,7572.59099
5701.785916,1403,7598.971129
6727.358813,1294,7606.587107
7373.639496,1990,7635.854095
8160.193072,1933,7665.380788
6783.315399,1618,7693.080157
9.060966,1,7693.429625
1839.151631,508,7696.637391
5529.063791,1382,7722.455127
4716.83529,999,7729.338124
1775.356227,388,7748.969151
4266.442781,1158,7755.973139
6193.021745,1065,7780.109674
3818.337209,1074,7787.582782
6426.031194,1676,7815.772508
4336.234469,1429,7843.748936
5506.980046,795,7849.587344
3359.656745,482,7852.583706
6408.028892,816,7875.139823
2861.269093,577,7879.575587
5920.806317,1419,7904.725501
4794.512593,1130,7912.029026
-2752.117811,2023,7941.322844
5811.865094,1065,7965.745576
6854.425877,1054,7972.106514
199.773482,176,7973.385262
6.664662,1,7973.712168
5047.955034,721,7994.884404
-106.695854,183,7996.160915
4877.222737,898,8002.404528
5975.240188,1989,8032.550366
5691.991062,1766,8060.253832
6428.345199,1122,8085.382123
6.685876,1,8085.705936
9135.871858,1585,8095.378539
-841.812296,257,8113.95134
2365.672258,432,8117.625749
5897.025601,1416,8127.898359
3184.157956,443,8149.76706
7134.141047,1387,8159.616991
11001.36751,1927,8188.474003
598.031502,144,8189.654569
8582.848479,1587,8216.511794
-806.082625,493,8220.22382
8340.289841,1823,8249.257526
11075.603385,1557,8276.535259
6.311159,1,8276.870594
7440.476307,1230,8301.357472
9941.334672,1913,8330.179898
5085.582222,848,8336.250477
5200.065496,878,8342.132888
137.730829,80,8342.923189
8.363339,1,8343.296681
4307.131134,628,8364.638305
4096.790026,654,8368.757182
1512.795458,447,8372.048197
8096.144118,1417,8397.886384
8880.490112,1237,8422.762964
9690.795697,1553,8433.690197
10893.349513,1561,8462.319101
5568.421396,1726,8491.326294
7.680463,1,8491.654179
10638.594558,1512,8518.40537
4358.913618,855,8524.109309
4697.592737,579,8528.471802
5520.295002,831,8551.044395
8160.837635,1130,8558.312327
753.603057,333,8577.717945
8686.978758,1213,8585.629575
3285.607545,965,8608.53705
4836.600192,609,8612.101771
337.997034,118,8613.077431
2857.027563,571,8617.170498
4391.367045,533,8620.494096
1291.229299,541,8640.955447
5167.930745,614,8645.204907
6943.748795,1109,8669.512956
8902.354122,1104,8676.633831
9204.463698,2125,8707.673052
20.382728,51,8708.303644
5995.762907,1721,8736.321471
6067.78565,895,8741.73403
13620.147534,1811,8772.640059
12413.192701,1841,8801.337945
7786.827219,2306,8833.128895
5576.46695,641,8854.650913
9891.290651,1471,8864.430862
8.975303,1,8864.829989
9730.866215,1832,8893.331605
8779.205342,1217,8919.817141
6256.668718,1308,8944.262309
8222.666842,953,8951.281827
6.203284,1,8951.613349
4411.329521,671,8955.678541
7445.268281,1302,8981.942317
8225.218664,1258,9007.254069
11594.243752,1467,9016.318739
10422.048368,1954,9045.699343
1460.371437,531,9049.497648
7.332433,1,9049.848058
7612.989484,1124,9075.5412
3712.858479,605,9079.260255
4351.802785,1043,9104.330005
5.855577,1,9104.64976
520.432062,129,9105.760199
11737.516156,1551,9131.931035
7387.404143,864,9137.881111
8417.876006,1105,9161.10666
10650.823514,1347,9168.934177
9078.732083,1471,9194.859041
659.702705,173,9196.244795
9449.701518,1646,9224.142086
648.907856,158,9225.561798
4700.890512,631,9229.601395
6654.368418,1578,9255.969595
8423.523685,1236,9281.191947
7198.364553,999,9287.908905
4591.036239,717,9292.376042
10171.630418,1375,9318.451499
7399.101303,995,9342.548356
9964.962572,1282,9351.155417
11814.212431,1716,9380.510729
5398.009904,784,9386.086197
8413.542942,1360,9412.660923
6.224571,1,9413.012477
15565.760613,1758,9440.848151
7794.635191,1091,9464.932781
9013.57615,1156,9472.98838
1315.515416,246,9474.617354
7877.067535,1601,9501.400987
387.290452,229,9503.024744
7482.730923,886,9526.136641
8.100214,1,9526.460706
3460.451162,636,9530.426897
15263.985974,2011,9559.932147
15.51183,53,9560.586251
-5489.108528,1559,9587.834754
8896.613131,1084,9594.834162
8724.993937,1519,9621.193376
7425.574625,893,9626.504596
9804.121651,1268,9651.607728
8898.497317,1662,9679.690078
9674.386278,1350,9689.567502
820.191681,185,9708.699467
8446.673554,1394,9717.86094
12613.257585,1475,9743.46073
9120.601953,1146,9751.279892
5331.753209,803,9773.478457
14372.840959,1766,9801.325393
7.180961,1,9801.657009
12361.571446,1423,9810.99978
10278.475935,1352,9836.523828
479.004548,138,9838.10148
10.179379,50,9838.738766
7.008003,1,9839.067754
10546.068258,1277,9863.274781
10618.361445,1134,9870.172906
15862.01553,1682,9898.192416
4036.241667,843,9920.455002
8916.970831,1286,9928.745641
7891.748534,1047,9953.592534
13087.444616,1244,9961.573923
7.161402,1,9961.900698
2725.302053,473,9982.80988
13848.983649,1742,9995.077435
11981.396988,1418,10023.455949
6.742614,1,10023.785332
12393.9102,1429,10049.961619
11619.575868,1174,10057.121509
13721.525429,1650,10084.052211
9250.550584,1004,10107.097305
7331.772918,886,10112.611359
13853.546019,1619,10141.625689
4774.414167,699,10146.215789
10990.098544,1338,10171.245574
14848.890018,1701,10200.539526
9443.965048,1493,10209.446482
14464.239785,1456,10235.560517
5747.040702,634,10239.781816
23.764131,87,10257.754028
-21.908779,43,10258.308177
12289.342323,1321,10266.704087
5515.630087,813,10289.898798
6193.13235,770,10295.106124
14150.628264,1363,10322.963747
10096.509625,1405,10331.696876
15761.954559,1626,10361.274769
16880.36042,1916,10390.326878
10283.071754,1051,10414.404913
14459.880086,2049,10444.418206
17398.945338,2104,10474.785381
15429.814829,1766,10486.119902
12960.551225,1325,10511.817642
15438.096114,1656,10539.114585
10641.192669,1279,10565.056973
8218.286546,1042,10571.669959
19416.984241,1970,10602.011209
7250.255716,1087,10628.984344
14214.699096,1886,10641.618989
12755.934256,1278,10666.632473
3928.742875,697,10671.152466
7446.949704,1559,10698.910661
5656.894629,715,10720.292524
12548.656387,1242,10728.779086
6.67726,1,10729.111007
7468.127163,912,10752.123703
7.47105,1,10752.453692
10631.693102,1332,10761.425175
14377.080632,1914,10789.592484
10835.5909,1650,10814.749879
12303.824333,1483,10841.972927
3341.202427,1232,10849.294313
9557.812784,933,10872.911787
543.21939,160,10874.155377
11329.42007,1379,10901.035479
13804.115314,1652,10911.026757
11435.675353,1342,10937.656419
12375.668932,1349,10964.263722
9428.500052,1537,10974.137758
18225.206147,1840,11002.359833
7.49254,1,11002.685138
5.75476,1,11002.990309
