#{"t_start": 1746440892.0055711, "env_id": "None"}
r,l,t
603.791871,531,2850.926736
3402.895496,1850,2880.378534
-731.264301,392,2882.854811
8746.731334,5585,2972.668998
6930.982312,3317,3028.763413
991.495054,793,3034.209444
744.838433,1335,3060.815173
113.012345,268,3063.08286
2244.082006,841,3067.716252
142.398196,162,3069.125372
-14783.096987,3773,3130.355746
3076.489152,1671,3158.680379
2722.685195,765,3164.776403
-270.908756,619,3169.173519
1386.015211,1740,3199.363791
2589.682007,951,3221.945779
7172.383383,2606,3258.191719
527.432551,393,3260.963164
5797.330491,1816,3291.343567
765.979105,454,3294.451771
3296.341666,1154,3318.763179
-3.19477,182,3319.988886
13048.095774,4656,3385.284375
5964.164765,2384,3417.227992
14380.76904,4058,3479.345249
3163.940495,935,3501.731932
5125.644921,2101,3533.578545
4187.350763,1266,3556.792475
4171.739063,1702,3567.047959
-349.127381,169,3568.18293
11976.562698,3602,3621.796733
5992.411203,1845,3650.784425
232.577725,267,3652.394754
1990.744253,540,3674.640429
347.278628,205,3676.096095
667.533966,330,3678.021068
15993.433102,4016,3736.907033
18352.184386,3755,3794.470051
-105.909301,221,3795.750921
2762.751577,801,3800.304254
9125.019125,1960,3828.160059
1910.047459,649,3831.799824
27406.742966,5514,3917.171348
47731.34834,11899,4090.800398
6169.963492,1545,4117.595085
3848.701132,1577,4126.318184
6609.161011,1480,4150.904529
554.794614,279,4152.474909
4729.016766,938,4177.201432
230.769256,230,4178.666328
1771.454119,676,4182.280383
18965.543014,3324,4238.16575
45033.609998,8117,4354.110588
4909.261013,730,4358.133192
15867.347958,8458,4476.510339
15008.879773,2597,4510.082048
50732.869509,8008,4627.267933
7194.984246,1143,4651.573849
57275.894984,8439,4763.035218
26884.867077,4081,4821.816385
484.744679,225,4823.264101
527.582459,250,4824.769307
-19801.755944,10721,4993.214114
6808.529373,851,4997.264856
46543.471886,7795,5112.431628
20088.471189,2214,5141.711378
13550.890152,1719,5169.636462
64549.030548,6950,5263.298274
638.39665,167,5264.51787
42943.28721,5377,5347.652105
82.034336,176,5348.755159
560.761789,203,5350.037807
179.160061,169,5351.134238
69215.207982,7373,5466.281563
157.947832,202,5467.528423
23751.063262,13106,5646.41971
-41.128285,224,5647.950856
23.912366,178,5649.138483
18988.020287,2064,5678.960612
4299.953643,4797,5757.099566
1205.477226,294,5759.175384
17807.092868,3202,5792.381124
74895.33006,8075,5899.323857
-12.677158,147,5900.581604
114.67574,181,5902.027399
485.143569,211,5919.935323
71603.591467,8641,6030.971222
199.192227,204,6032.190124
90545.490181,9089,6141.272565
7554.684585,8161,6250.861651
8366.574506,1026,6272.202675
31885.139978,3617,6322.81309
303.819931,159,6324.023321
13488.353851,1591,6332.496731
41061.991719,4506,6405.743339
75240.891812,7347,6493.284636
-55.855176,160,6494.386806
16131.68416,1670,6518.918996
66914.913863,6532,6601.268202
90386.53528,8942,6729.630797
469.442794,238,6731.053125
3094.279533,4176,6784.970503
797.795531,226,6786.42239
68411.842397,6070,6865.586167
-8555.839876,7926,6973.179561
351.060382,187,6974.317178
25335.166203,2243,7001.750129
