joint_0,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,joint_7,joint_8,joint_9,joint_10,joint_11
-13.2674,-1.4756,-17.5078,-0.4578,0.421,-0.8218,0.7173,0.0433,0.0368,-4.2565,-18.0531,26.9453
11.7302,9.1433,7.1684,-1.918,-0.43,-0.1025,2.0474,-0.153,-0.0841,-2.5171,-18.5367,30.614
-4.8918,-7.8334,14.4623,7.3296,11.2143,0.2489,-2.9169,-1.4042,0.0337,3.148,-0.6043,17.0725
-4.0881,5.9764,-10.9682,-16.6264,30.2655,-0.2725,1.2983,-2.4784,0.2877,-0.5747,-3.1017,2.6829
-5.2015,-6.2559,6.1112,-7.3525,11.3227,0.2772,0.9941,-6.0429,-0.2515,-0.4331,-19.8309,50.592
-2.5779,9.845,-4.2904,9.6679,-8.4562,0.2784,-4.272,-7.8063,-0.8002,1.8788,-5.7635,3.9422
-0.5232,-10.7367,9.4207,17.1796,-21.4257,-0.5838,-1.5513,0.6376,0.8938,1.0292,9.5881,-25.1498
25.9102,9.1895,-5.4412,-31.2308,-8.6813,-0.0022,0.0227,-6.8149,-0.8053,-0.3771,-0.4153,-5.8506
-15.9299,12.2309,-17.0391,3.1864,-3.7992,2.4495,-3.1404,-7.4178,9.7849,3.1868,-5.4665,5.854
-1.4104,39.1054,-20.5871,1.4028,-3.5263,6.1213,-1.3166,-5.4293,9.8136,1.3985,-2.4417,3.938
9.705,-1.486,7.0607,-0.0509,-6.9479,17.0737,-0.603,-0.1315,-3.319,2.4124,-7.8532,3.6971
-19.0836,-37.9294,32.0445,-2.3554,35.5781,-71.9285,17.4286,1.7899,-10.1296,-4.2641,0.8022,-7.5314
15.2096,-8.5408,3.7196,-18.829,44.0038,-44.6824,8.4696,-0.9516,-28.4916,20.6228,-2.4438,4.3347
-7.5373,24.7684,-31.8805,26.7427,7.0724,56.6192,-24.9359,8.5853,6.5908,-1.5025,-15.9576,45.2344
9.096,-3.5988,17.5098,5.605,27.3193,-48.7679,-0.6224,3.0593,0.9279,-20.4227,12.1727,-7.3751
-2.982,-19.3605,21.6781,-6.8641,-15.1726,15.3686,18.4634,-2.2341,-2.5614,-0.9371,10.018,-25.2979
-7.1149,5.9358,6.9827,-2.7765,-25.4527,-10.6741,-9.5807,2.8349,2.0282,12.1362,-11.6108,17.5243
25.0424,-1.4275,-7.593,0.5925,-30.1735,4.3422,-2.5287,-4.2293,6.3416,2.8327,5.6287,-37.9939
-18.5029,4.6769,9.6521,-1.9375,-7.5517,-0.5384,10.9148,-5.4034,2.0262,-18.7506,3.5785,-20.3633
-11.7578,-13.1832,16.0566,4.6403,15.127,-0.9261,-13.3167,-11.2526,-2.2308,26.1363,10.2888,-22.701
4.9343,-4.1489,23.9704,-26.0111,32.1822,0.3838,10.5517,-3.5338,1.8203,-5.9102,-2.3886,-7.3901
-15.5531,5.6565,-18.0174,8.4114,-0.0935,7.1894,-12.461,18.8572,-1.6571,-1.0999,-7.5838,17.7895
9.5969,-1.7266,11.3192,3.8848,-2.4644,13.054,-1.3537,2.0947,1.1065,2.7561,5.9524,3.4497
-13.226,16.9017,13.7652,-2.2353,-2.6282,1.7789,2.2596,-2.8756,2.2786,8.2992,-5.5281,7.0961
37.1776,16.8885,-20.6543,-7.8243,-4.9865,5.8662,8.4085,-2.7054,0.9414,-0.2225,0.3165,3.7774
-47.4199,-3.8802,-3.5987,4.7722,-3.3544,2.6112,-5.493,-7.7492,11.7378,9.8367,8.8002,-9.3885
34.3063,-18.8647,10.5717,-1.5867,-7.5603,11.5723,-0.4632,-31.5429,72.7545,1.7016,3.5492,-23.0088
-4.2108,14.9355,-26.8013,2.9503,17.0953,-34.1181,1.4614,-12.6539,45.5015,-5.83,-30.2052,63.1146
1.4589,-14.189,29.3462,-1.1113,44.3495,-58.4911,-0.9668,-0.3007,1.0537,5.4454,4.2097,-26.3311
-6.6748,6.0071,-24.4652,30.4578,12.1858,62.2639,-5.5718,-0.6691,-5.2982,3.8411,0.7264,-2.5502
16.0427,-7.0159,-9.6325,-6.3205,18.2224,7.2561,-6.1023,14.275,-24.4445,2.2284,0.7577,-0.409
5.8057,-7.3821,14.8478,-0.768,9.4312,-26.574,-0.4513,-5.5162,8.6649,0.955,3.7761,-5.8418
6.9608,-10.9964,14.4376,18.3695,-9.605,-36.5778,-1.089,0.2473,-7.5768,0.0411,-3.5436,1.8489
0.4795,-11.4543,14.6171,32.1414,-10.785,-58.2827,-0.9504,-2.8391,-0.0393,-0.365,-3.7905,2.6819
15.8286,-8.1931,21.9938,-27.5529,-9.2316,-13.3913,1.9434,-3.5103,0.1505,-0.6453,-2.314,-11.4071
-6.0978,5.3205,1.0968,-14.6532,0.6542,-25.3285,-4.8397,-3.0991,1.1762,0.445,2.7606,2.9127
-12.4122,-3.6705,9.0011,-11.6837,14.9739,-0.3207,0.6662,0.639,-0.5451,0.4932,-2.222,-11.3109
7.0051,4.2895,-37.2596,24.9885,28.1861,-0.1144,-2.0042,-1.6256,2.2893,0.1395,18.2126,-6.3404
-1.7785,3.6858,9.822,2.683,14.3002,-0.1359,1.3626,1.6475,-2.9041,-0.0127,7.5852,3.4324
-15.3935,-6.1582,17.2748,7.0229,-4.6549,-0.0742,-1.7796,16.0644,-15.2753,0.1121,-6.4725,-5.4501
-15.4073,1.7342,-8.0184,14.0221,-23.1985,0.0775,-0.4105,28.2071,8.7752,0.1879,3.066,-8.8861
-14.5656,-1.5386,4.8697,-9.1752,-16.2578,0.5378,2.6249,37.8652,-4.5087,-0.0112,1.6468,0.2968
-14.546,21.9509,7.8015,-2.7878,-2.5285,1.554,2.8229,-2.6836,1.8521,13.6033,-7.125,10.8931
31.1022,4.904,-5.2514,-10.6641,-7.4307,4.9683,11.8061,-7.8855,5.0803,-14.1758,-1.4347,-31.2328
-21.6073,-18.2729,-4.1145,1.8645,-5.8333,2.7304,-2.1898,-13.8594,19.4206,1.688,-3.1757,19.3488
16.2413,2.0423,-14.0582,2.1231,-3.2992,7.9466,-1.4657,20.2655,-52.9485,8.6506,14.6459,-18.7738
-2.8602,31.1862,-38.3445,2.9948,-24.2414,72.7595,-10.5018,8.1547,17.1413,-1.0376,-12.4594,17.7054
-2.3735,-4.4968,-26.049,-0.4763,11.8405,21.0199,-0.5596,-0.5326,1.7025,-14.5032,-0.3464,-7.2988
-3.3251,-7.8428,6.2655,1.9275,60.8694,-68.2481,-1.2307,-2.4159,0.8797,-6.7335,2.9578,-2.8226
-7.4929,12.3151,4.9384,-1.2587,2.7178,52.7578,0.8902,-2.2288,-1.2272,16.344,19.5512,-3.7118
6.1598,-18.2123,24.3345,7.6304,14.0564,-44.7601,-0.0234,-14.0604,-2.8979,-4.9172,-9.6662,0.3125
-6.1949,26.1453,-15.0971,10.4993,-19.3252,4.4935,11.1252,5.8644,2.4442,-15.769,11.2904,-0.6299
-3.3341,-11.2631,7.8247,-16.4556,-28.0883,-6.1223,-2.2928,28.0106,-1.3024,-14.4012,8.3627,0.4767
0.2227,5.5782,8.0702,5.9191,-13.2626,2.1102,10.4133,26.5516,2.1676,0.4477,5.7419,-1.4803
-17.1318,22.5975,8.394,-0.172,-0.8419,0.973,0.1736,-0.877,1.0493,16.1415,5.1379,-14.417
32.1961,5.4128,-5.4398,-11.2807,-7.7148,5.5345,12.4518,-7.9676,5.2211,-22.0055,2.5207,-26.2544
-18.1478,-17.932,-1.7089,3.3666,-4.8216,2.0561,-3.8301,-12.5937,18.2916,12.9554,4.0296,9.1602
24.9373,-0.0457,-6.7201,-2.1317,-5.9498,11.2745,-0.1429,1.1567,3.2666,-18.1706,9.3395,4.2867
-9.8444,14.6045,-18.5309,-0.7943,-13.3735,43.2409,0.0622,-0.1942,32.741,13.7751,0.1157,7.3624
-10.9765,-19.1772,19.0015,-0.9431,16.7334,1.1186,0.1447,6.4392,-9.6002,-14.4022,0.7741,-7.4508
21.5402,11.2362,-9.4327,-5.2345,30.5667,5.7097,-3.3206,-2.4318,2.375,11.1245,13.4745,-9.4493
-13.4235,-16.1778,9.8506,-1.6104,25.4876,-2.2847,4.2667,-12.5189,-1.3298,15.2832,-11.5822,6.4305
-12.1219,14.7034,-10.5316,11.2255,4.7591,2.2019,4.5928,-13.2633,-0.4125,10.4288,9.4402,-2.2862
1.8672,5.2747,-20.5745,9.8391,-14.0903,-1.7203,-22.0573,6.0891,0.8471,1.6973,7.2238,1.4835
-2.9788,5.4053,5.6726,-18.2539,-30.2956,0.7542,13.0065,30.7687,-0.9482,0.8536,5.4651,-0.4451
1.5696,-0.836,9.5396,-4.1287,-18.7526,0.1629,-18.8122,39.866,0.9956,-4.5913,2.2173,0.1699
2.9149,1.9268,9.1555,-8.1092,16.6821,-0.4146,-2.3403,19.7297,1.9436,-3.9922,-6.3209,13.5118
5.1341,7.0743,-7.3681,-22.5034,17.28,0.9279,10.8541,2.6705,-0.8787,-2.0437,-7.8077,-9.654
-3.5711,1.6591,-0.274,5.4986,-1.3136,-0.7194,0.9012,-14.1173,0.1931,-0.1583,-0.4513,0.3088
-4.2527,-0.3921,1.857,17.61,-22.7669,0.3209,-8.8315,-33.1101,-0.2827,0.6139,9.1848,-0.0532
-16.7626,27.4482,-10.6312,-1.6423,-0.4946,1.3385,1.6215,0.1264,0.146,12.2453,1.8835,6.9147
30.8049,3.8163,5.0944,-11.4251,-6.2567,7.6708,12.9496,-2.9098,0.4213,-7.6915,20.4955,3.672
-3.0713,7.5631,-51.6115,0.9533,-3.1762,2.6096,-1.1628,-5.4395,6.8619,5.0173,10.3144,5.1445
-25.7361,3.391,-7.5118,6.2155,-4.3093,2.5903,-5.1804,-13.1137,-8.0053,8.8152,-28.4996,14.0114
27.4901,0.8591,-7.6517,0.0579,-8.4698,18.3913,1.7603,-13.5295,31.2765,-26.0893,-2.7502,-20.2986
-36.3528,7.9857,-29.2629,-6.5735,13.226,13.8224,1.9564,-0.4686,18.2102,7.8847,2.609,32.939
25.0543,-7.0782,31.1431,-19.0788,41.6015,-31.3323,-4.0329,-21.1149,28.0822,24.6095,-26.9455,24.6926
-18.3119,-5.9114,-37.1015,33.0398,25.6738,-11.8835,-3.1761,13.8881,-12.5025,-17.6485,19.5774,-4.7815
18.7386,-6.6069,18.6664,-6.4627,14.4304,-26.013,19.8083,-4.3675,5.1358,-12.5364,-9.1166,16.4062
0.1423,-5.8854,0.5085,-9.4328,-18.633,12.7491,-6.4128,5.1371,-1.2875,-12.1033,-0.5794,10.6077
17.2536,2.317,-3.3078,6.2458,-33.5496,-6.2339,-1.8649,-1.1644,1.221,2.1217,0.747,-1.3851
-36.1332,5.6315,-5.4919,0.7142,-22.8699,1.3853,3.8636,14.8272,-0.9405,0.2666,-4.1067,1.4591
10.9145,8.1581,-6.4873,-5.9514,-2.5938,-0.2641,0.2971,-4.5005,5.4527,-4.118,-4.0382,1.4458
-1.7164,-2.1736,-13.7151,-9.2318,17.9846,-0.0875,4.3089,-4.1917,2.6748,0.1551,0.7482,-1.8039
-2.8762,-0.1536,7.5661,17.4074,33.4727,0.0537,1.7415,-21.183,-1.5427,1.5371,2.1639,-3.8032
-1.5436,8.6544,-23.1594,1.0038,18.5574,-0.317,-2.7349,-28.4521,1.2517,-5.7258,1.4128,-2.304
1.5317,-0.5367,6.6617,-2.0458,-3.1532,0.1417,-2.3442,-7.9961,-0.2656,-3.8672,-3.1131,0.4854
-0.808,1.0082,-1.5008,3.9899,-21.4646,-0.1253,-0.6586,15.1489,0.0507,0.9376,-0.3787,0.0225
-2.7974,-0.8571,1.0139,10.1193,-25.3861,0.0155,-2.8523,0.0022,0.0576,3.1871,1.4186,-1.9175
-3.0217,-2.3375,2.7447,-11.8422,12.6897,0.4928,1.3177,9.4926,-11.7494,4.1918,0.0776,0.4049
-9.3268,0.4964,-12.4402,9.3723,0.0874,0.4626,-1.4654,6.1003,3.3424,2.7757,-1.5604,0.8548
6.2793,-0.9068,13.0633,-15.5964,-2.0838,-0.3739,1.5337,0.2062,-0.6251,-1.6809,-1.7646,1.5542
-19.3863,-3.1331,-7.6159,-8.1173,2.4902,-0.2815,3.2247,-4.5285,0.0196,1.5839,-1.7733,0.345
7.1304,-4.2677,17.287,-11.3924,1.1018,0.2188,2.6022,-0.4003,-0.1021,-3.2185,-0.8369,0.5158
15.4285,-0.4357,9.0893,13.663,-0.9356,-0.8858,1.0178,2.795,0.125,-0.1007,-1.8252,-0.0494
-20.7751,-2.3011,10.7948,1.2039,-3.156,0.8212,0.1208,-3.5442,-0.0293,0.2135,-2.5705,0.5068
-3.1156,3.2393,-2.8646,3.6276,5.0599,-0.359,1.6878,-0.8694,-0.5066,-3.238,5.0794,0.5972
-3.3042,6.5002,-14.1018,-1.7217,-1.4507,-2.7927,0.7988,4.273,2.5463,-1.0102,-2.6362,1.6037
-4.3913,4.9432,-15.0879,-1.2029,0.4706,0.1075,-0.032,-2.9755,-2.2732,0.5893,-2.3259,1.4474
-2.0979,-3.919,19.6275,1.0514,-0.8026,4.7683,-0.292,-2.0506,1.553,1.0486,-3.0267,1.9674
0.6877,-11.9932,33.1743,0.5697,-0.7925,-2.9064,-0.3536,0.7102,-0.874,-0.6272,-2.3571,1.646
0.9149,-11.0491,7.5016,9.828,-0.8064,4.2338,-0.1121,0.4732,0.4866,-0.8598,-0.1139,-0.5911
1.2275,0.3832,-0.294,-6.2935,3.0755,-8.0379,0.049,4.9076,-0.4391,0.455,-7.0575,16.1448
-0.6535,-1.2254,0.1664,0.7251,0.6357,3.2945,-0.0726,4.0039,0.0122,0.6948,-1.7452,1.5215
-1.4728,-7.8307,13.8687,-1.4823,0.8156,-0.8588,-0.1093,4.0882,0.0273,0.8622,-3.5791,3.531
-17.484,-29.6012,2.4247,-3.5937,-2.7661,2.173,3.5794,-2.5216,1.7192,10.6912,0.2167,-12.6823
33.6263,-18.2948,-0.1271,-8.7901,-6.9215,7.1083,10.3411,-6.7464,5.773,10.2156,-0.418,25.9102
-17.8536,12.8901,4.927,1.957,-6.0718,4.4844,-2.4945,-13.9623,20.5788,-8.0329,4.6634,5.901
8.8914,61.2512,11.7104,7.8371,-1.8779,14.2897,-13.0954,21.495,-28.3862,9.1562,47.8373,-2.3265
17.2065,25.8425,6.4555,10.7146,-2.7965,37.2589,-0.126,20.6001,-38.8064,-16.0224,10.026,-19.784
-20.8661,4.2362,17.9335,-7.1816,24.3748,11.1512,8.4442,-16.4123,15.4537,31.3994,-32.4768,-10.7165
-20.0618,-10.5536,13.8689,-9.3305,30.9411,-6.34,-9.271,-8.4937,-6.3593,-21.737,-9.8651,-21.6895
10.6147,-25.8078,-0.185,2.4548,7.4112,4.5983,-5.5991,10.6968,2.0937,-3.7706,8.4726,-7.1329
-21.8304,-27.833,-35.5557,-0.1721,-8.4741,-2.909,0.5004,14.0002,-0.5362,35.2039,2.578,1.7433
22.9949,-39.6754,-36.8357,-2.2774,-31.6153,1.2328,10.9829,24.52,0.6811,-32.9229,8.7755,-1.4847
3.3841,-30.0519,-4.8972,-3.2279,-19.0228,0.1159,-8.3943,12.8413,-0.9378,22.084,7.114,0.0507
-19.2361,-3.7022,-14.8008,-0.4444,-1.3949,0.0401,-5.4504,-5.9586,0.8349,-8.75,-7.8038,2.5985
-11.1471,-19.2126,-13.8164,-3.8422,-2.6667,1.7918,3.8369,-2.5084,1.4987,8.9147,1.9595,-16.7953
-1.1237,-33.5837,4.1374,-6.9447,-6.1275,3.0781,8.2186,-8.7217,7.4032,13.4247,0.0169,19.7014
-4.323,7.5351,-11.5598,1.0526,-5.5025,4.1462,0.3908,-10.0763,7.0378,-9.8409,2.0378,-15.9685
32.5254,61.9739,3.2748,6.4635,-0.2449,10.8612,-7.6316,0.2321,23.8802,16.2719,36.3305,5.0747
-9.8119,14.4406,69.8432,12.3146,-22.7785,70.1633,-6.0242,-8.871,33.8759,22.842,11.7307,-1.6192
-1.8548,14.9855,3.0897,-0.9933,-4.3009,67.5346,13.4216,-7.8462,3.2637,13.4776,-33.7491,0.6753
-8.2704,2.3377,-16.5757,-13.3397,34.9051,18.2264,-0.1365,-5.5252,-3.1681,-24.4425,-11.9443,-0.5885
14.806,-33.4102,32.7886,-4.5416,37.5656,-29.3991,1.551,14.4114,2.4164,11.7055,10.9671,2.7797
-4.0095,-47.889,13.4963,-12.1642,5.5377,-5.5534,-6.0472,-3.4593,-1.5244,-9.0052,1.0655,-2.6359
-24.8254,-54.733,-7.019,16.6903,-10.9989,-25.9204,-1.1701,7.4046,0.5544,15.6074,-3.0586,-0.8861
25.0634,-36.4609,-1.8411,11.3945,-44.075,13.1117,-0.8105,11.3374,4.8212,-20.3109,9.9753,0.2885
14.2935,6.4872,-17.1359,-9.4995,8.6312,-0.0477,-4.8521,32.1249,-11.0713,23.9204,-6.8549,0.66
-17.0731,24.4847,-0.8913,-18.5954,14.9952,-0.9439,-1.214,-20.2471,43.5026,1.224,3.3189,-4.2324
-35.7878,56.6362,-25.5231,44.501,-6.3636,-1.2454,1.0644,-29.9019,0.3699,-1.5364,-4.6567,0.7052
1.5493,-0.071,-0.0578,-28.4847,0.0903,-0.8161,1.2303,-0.3458,0.3836,-1.7924,-1.7208,1.5526
4.2205,-11.5056,11.3798,0.4654,-0.9677,0.4064,-6.9267,-7.752,8.2668,3.887,-7.312,4.1882
1.3898,-1.2714,1.9657,14.242,2.2544,-0.6834,-2.7732,-30.0204,10.4524,-12.8096,4.3557,16.6055
5.6985,-0.7706,0.678,9.7952,-2.0842,0.7896,-2.8854,-11.4177,-22.1175,-9.951,4.8033,-0.0795
8.3561,1.552,0.8236,-18.0634,-3.3018,-0.3499,0.585,-3.5318,-7.3618,7.9513,-11.1279,-2.1484
-5.8906,-11.5454,-17.2125,20.8562,-3.4865,0.0289,1.5609,19.6472,-0.4714,-1.7257,-6.6122,17.4262
4.9819,-14.1475,8.8993,-11.1837,3.4173,-0.2385,-2.5691,-22.9406,1.1033,-3.2923,2.6838,1.6395
-0.9891,28.4331,8.4274,-4.5315,3.6943,-0.1599,-0.6133,0.6081,1.8378,-1.1233,1.6623,2.8702
0.1527,52.0269,-25.3186,-0.1782,5.1195,0.0532,0.3943,-3.0451,-19.2516,1.2066,-10.5908,-2.6354
24.2393,-0.2026,37.3604,-11.5968,-7.7952,-0.3479,2.9525,-1.2399,-9.7912,1.1477,-3.0833,8.2645
-2.3304,-21.0722,34.2332,-13.6814,1.8148,0.3983,-0.8396,-0.255,-20.684,0.8084,-2.7833,-26.3134
-0.5797,-41.5907,20.687,-33.8282,-1.5659,-0.2425,1.0831,-0.9464,-1.1036,0.7824,-4.2787,-7.7709
7.2319,18.005,-33.5936,-6.3026,10.7906,0.1412,1.733,-1.1012,0.0597,-0.203,-5.2091,-2.9183
13.5009,17.0367,-1.0197,6.4983,-5.9457,0.0506,1.3881,-1.1865,3.3205,-0.642,5.0896,-16.3361
9.5084,-18.4944,17.088,-21.3483,3.1489,0.1604,1.1646,-0.2795,-18.8672,-0.5356,-7.1104,0.2865
-1.5108,1.1247,-2.2652,2.9847,1.3139,-0.3904,-29.3501,4.6983,1.3557,-0.1093,18.5209,-5.8169
1.8674,1.3847,-3.2141,-11.2709,-1.4408,0.1845,42.8073,5.0833,-3.286,-0.247,-3.9388,10.2694
-7.0168,-22.8789,-18.7829,3.5958,2.0334,-0.0584,-27.8354,-13.16,-15.3546,0.4219,-7.4798,-2.1787
1.2804,-0.3566,0.1731,-5.0692,-3.2125,-0.3577,31.6843,1.2627,7.884,0.6531,-11.0012,5.6358
-1.3611,2.9493,-2.5921,37.9392,-0.3564,0.2542,-39.403,20.9006,-2.6565,-0.1869,12.1158,0.764
7.2217,2.0504,0.8925,-9.5996,1.4209,0.2381,28.6187,-4.8219,1.1092,0.5848,3.0006,-2.0821
-9.243,28.3189,9.0732,-4.1566,2.2311,2.8532,25.2753,-16.1731,24.176,12.7083,9.4012,-45.5179
-7.2638,10.6898,-5.8156,-5.3932,-0.5062,8.0264,-4.7155,9.9456,-2.9588,-4.5994,-0.7125,36.2496
37.8561,-15.5687,-13.4623,-1.7683,2.0449,3.8397,-35.3686,-8.2743,-21.3428,-15.1864,17.2295,-22.7195
-15.5347,-53.5466,-15.1405,-2.6187,-0.425,0.6269,-9.1102,-15.2851,-17.4825,-9.9479,0.2345,-11.1911
-36.2277,-6.5222,-66.4552,-2.1637,-7.8765,40.7035,62.5705,32.0579,-8.042,-5.5154,1.7686,3.1839
46.2034,39.094,56.2001,28.3901,11.7889,9.9111,10.5267,8.3698,-10.0005,-4.8309,25.4912,-3.5228
32.5595,50.5065,-23.6622,-7.7645,-17.8118,95.5044,10.9701,4.6895,-8.0372,4.559,-25.5389,5.912
-1.4019,33.2151,1.4642,-7.2604,-0.7816,25.9916,-5.5806,5.654,6.4795,-2.2117,17.2431,0.1442
-19.7174,17.729,-14.1298,-1.7104,-2.7049,-25.0581,3.4518,3.2302,-8.2112,-3.7943,-8.5719,-5.5931
-21.9859,0.0164,-29.9834,0.5325,-22.1877,9.7631,2.6598,11.7743,-4.7034,-2.2192,8.0091,-7.4337
2.4956,-42.2498,29.4409,9.2926,-9.6609,-1.1777,-14.4496,-6.337,-1.5409,-0.8904,-7.1025,2.6981
-6.9487,-57.577,13.112,18.7603,1.9752,-1.6071,6.0473,-12.9543,8.2611,-0.2909,-4.8834,-0.6754
-21.2171,-44.3773,-52.9404,-16.7992,23.0115,0.4926,22.3002,-25.5532,-3.4934,-1.1067,0.0892,-3.0102
67.5566,-44.3292,10.2485,5.8905,13.8997,-0.24,16.6505,12.7017,0.6387,-2.9321,-2.1423,0.3045
-16.9521,7.6908,-0.1778,-13.9857,-1.9128,0.8602,-40.1388,21.1364,1.9862,5.4318,0.6863,-1.5028
-13.8253,42.4297,5.0599,5.2695,-18.3328,-0.5264,33.0245,13.0792,-0.8305,-1.9637,1.8645,-1.6799
9.9872,44.5286,53.6481,10.4634,-18.1291,2.4605,-42.7623,46.1339,21.984,2.5533,0.0836,-0.3446
-5.8744,21.5087,-56.7643,10.7668,14.7921,0.59,-15.7349,-7.1971,-8.7247,3.5671,-0.1833,-0.117
-10.5468,8.8388,-4.7307,16.8362,4.4868,0.2564,7.0053,-17.3599,-2.7123,2.0356,-0.6516,-0.2984
-5.9328,12.8258,30.356,-0.0143,-15.1852,-0.8732,8.9594,-7.9879,0.2149,-8.5273,-3.4472,2.4858
-9.6483,-17.1864,33.1929,-13.7602,0.8061,0.2084,-4.2298,-7.063,2.7754,2.2943,2.8336,-1.2885
0.4374,-5.728,-23.799,5.8106,6.1551,-0.0308,-11.0462,-23.0875,-4.0338,3.9504,-1.6732,-0.1023
16.3476,5.2382,21.1306,-15.4282,-3.921,0.4333,-8.7485,20.1072,5.9447,2.7793,3.5671,12.0998
-10.4295,-4.4566,-9.324,-17.1059,7.3014,-0.2996,14.0398,4.0801,0.8729,1.0151,-0.628,-6.7758
-2.7055,0.8885,-3.141,-1.2083,-5.7866,-0.0505,-14.7401,0.0572,8.7384,-0.0401,-10.9015,-0.3909
7.4489,11.3428,-20.4015,-7.5811,4.5097,0.3611,25.4808,-0.5469,1.039,2.9585,7.8199,-12.5543
-1.6598,-1.1723,0.0038,0.9562,-5.3218,-0.1976,-12.8943,6.0725,-4.4181,2.4723,-1.6077,0.7606
-5.3035,29.6352,7.3841,-6.2368,1.629,4.0856,25.8391,-4.3565,-14.963,12.6428,-0.4839,-10.4658
21.9357,7.5493,-9.3261,-4.8617,0.086,7.3824,-12.1029,5.0398,-11.6414,-6.3209,20.0585,31.4008
-12.1384,-9.8685,-29.8713,-0.6528,-0.6394,4.1701,-2.5975,3.4903,-12.9796,-9.0245,-0.3499,1.4972
10.9547,-32.4856,15.483,-2.3827,-0.8876,4.0714,11.768,-29.323,28.6701,9.0633,-6.6661,20.8087
-40.5871,-9.9197,-44.7185,3.2401,3.5909,3.2482,3.9958,4.4758,-26.0292,3.7955,2.3415,-47.2055
33.4857,25.9956,0.7412,-0.5245,-19.0262,61.1013,-36.8403,10.6897,-6.1548,-4.1611,5.1504,6.7695
-5.3768,45.2291,20.8694,6.3049,34.8902,-41.2551,1.8624,3.2105,3.4346,9.2067,-10.726,41.1644
15.0935,14.0097,6.1152,-9.2869,30.5675,-46.0275,4.3098,4.9296,8.2376,19.0407,6.7657,36.8366
7.3031,-23.2221,51.9515,0.6197,-2.2562,-12.527,-0.4993,-25.513,6.5721,-9.293,2.8793,-26.2878
-58.9262,-4.6495,-32.5742,14.4143,-22.7924,4.9085,12.1463,16.1696,-4.9497,-3.1954,13.0436,-30.812
17.3636,-45.8205,10.9968,4.5295,-23.0648,21.6579,-16.754,11.8856,-5.201,9.1265,3.3989,-0.6656
56.2415,-36.4547,-26.9634,-9.4149,4.4159,-4.5479,7.1063,-5.5984,-13.3983,-19.3615,1.6766,-8.6836
-17.7066,-14.4134,-41.6394,11.5463,25.2985,0.0015,-10.9097,-10.789,-11.8699,26.1676,-8.0045,3.9654
-17.0525,3.2464,-14.0859,12.3896,9.5712,1.0468,0.1192,2.4987,0.5644,-24.64,-1.1352,-0.4152
27.9835,42.4504,0.3062,11.7477,-7.0176,-1.1501,-2.8854,3.4661,9.0741,31.1523,-8.8681,20.2682
-3.195,53.9671,17.7504,2.3798,-18.5882,-0.5319,4.1798,23.9217,-1.343,-36.3169,-6.3778,6.1737
-0.5394,0.1751,8.1628,-12.1163,2.6467,0.6625,0.3562,9.2994,-2.8462,29.9382,-2.918,10.7571
-29.1121,-20.4943,29.074,-1.5919,9.7259,0.0095,-1.4321,-26.6884,-1.6209,-24.3138,0.5328,5.2595
11.4149,-24.4344,-11.0584,9.4028,-8.7492,-0.3227,3.6095,-23.0621,-10.1058,22.6743,-0.0189,-17.8777
-2.0794,-27.3323,-26.1731,7.506,2.2016,0.0787,-2.0097,1.5213,4.8245,-28.9321,0.5852,1.4669
-0.9285,29.5551,5.6899,-4.3009,2.9383,4.5064,18.7789,13.9328,-20.4216,13.1406,10.933,-23.9502
-0.2858,-5.0142,43.3664,-5.5407,-0.4827,5.0792,-11.2972,-16.9612,-10.34,-7.6234,0.0199,10.1026
5.2647,-13.9934,15.2624,-2.8691,1.4134,4.2641,-13.8424,-14.698,-5.0779,-8.834,0.6837,5.3034
-7.2179,10.1504,-18.7002,-1.1084,2.5861,4.2642,36.8972,2.4242,-20.0034,12.5703,-5.8105,-0.1774
1.5316,-34.1773,-19.0415,1.4577,-2.1714,3.7984,-21.0267,-5.4905,-2.6439,1.5936,-0.1635,-36.043
-7.8674,-47.2842,36.7114,-8.6907,-7.6381,14.9381,30.3848,8.8655,16.5389,-8.0224,2.8051,-14.8758
14.2861,-6.603,-23.3621,28.1198,22.9485,-62.3062,-24.9397,-15.7658,22.4924,-1.8996,4.8557,9.9221
2.0313,28.5804,2.9276,-12.2927,5.7027,25.1518,18.0487,6.3099,-18.8809,-8.1172,19.9081,-9.1757
-5.2614,47.0639,15.1759,5.4737,8.9223,10.4148,-5.4066,3.7313,-10.8995,-14.3068,4.127,3.7425
21.2745,35.3197,20.8403,20.7082,-13.257,16.1479,-5.7183,2.0926,11.5458,2.6616,-3.3846,-0.6916
-3.378,31.5095,-15.4174,-4.245,-9.0267,-9.1568,-6.8241,7.9533,-11.9961,11.5956,-2.4316,-0.8218
-3.487,-0.3885,15.2401,0.1322,4.5314,4.3999,4.0862,-16.9083,7.7655,-3.5047,0.615,-5.6883
-19.5067,-15.6351,-9.723,-16.4171,12.162,-1.865,4.193,-11.8595,-3.6014,-4.3366,6.4318,-0.3161
3.724,-0.4641,-1.0946,7.8957,-10.9873,0.1531,-12.3109,8.1488,4.4983,-0.5381,-15.367,1.0489
0.4702,29.9564,5.204,-5.6052,2.5733,5.1615,20.2925,14.0745,-20.7171,11.6147,10.79,-23.667
