time,torque_0,torque_1,torque_2,torque_3,torque_4,torque_5,torque_6,torque_7,torque_8,torque_9,torque_10,torque_11,energy_leg0,energy_leg1,energy_leg2,energy_leg3,speed
0.004166666666666667,19.891961282716316,70.0,12.893633910455774,49.56009045433556,70.0,8.690748897023925,35.53435030966344,20.065523164453335,-2.0606064369827104,16.973503686895434,70.0,11.787602511155574,5461.9359190899395,7431.731682233045,1669.5613706812262,5327.047400370054,0.08838439282202261
0.008333333333333333,-70.0,-70.0,-43.156615112486975,-33.82251409450168,70.0,46.2468387859326,7.139855787285236,-70.0,-28.811835834673506,9.901720251181839,21.681734174271316,8.361779371912926,11662.49342796734,8182.732557364805,5781.099424827407,638.0610150009777,0.069246672976614
0.0125,48.03542173384351,46.68186191409247,19.873934859091072,-20.05527638310548,-70.0,-38.78717559723603,-70.0,70.0,42.51071864434472,-70.0,70.0,36.66631422196217,4881.571259697999,6806.65910161357,11607.161199658638,11144.418598623664,0.1093438688938971
0.016666666666666666,-70.0,70.0,25.813509535455353,-39.248125119089444,70.0,5.036632634523989,46.873377551683795,70.0,27.543477790434174,55.65999315877326,70.0,28.454868980940915,10466.337274537045,6465.782993658851,7855.756691894835,8807.7144071572,0.20242821344758602
0.020833333333333332,14.616961312105225,-70.0,-36.98383221087083,70.0,17.662581338148335,5.212969119041954,52.03500700463682,70.0,31.439769211378753,70.0,62.967659305124364,21.712730711047662,6481.459403001428,5239.141826562791,8596.101042037362,9336.368793296688,0.20821048186299132
0.025,46.69615853223343,70.0,31.754883419905514,50.68819974547097,-70.0,-50.73923690578221,-70.0,70.0,14.906755031212892,-44.94447761138325,-19.580510710109937,-3.038347568821838,8088.903842679268,10043.763755217855,10022.21134556059,2412.6340233778255,0.21301291638122982
0.029166666666666667,29.090130843214034,-70.0,-23.539227581661596,19.75200411245745,70.0,70.0,48.02076364341559,-70.0,-24.08220718582198,34.14233271510683,3.9298538953407585,2.3308570324582805,6300.3309476165705,10190.141666458536,7785.946443837641,1186.5755293735394,0.17782952932099322
0.03333333333333333,-10.039802537500158,-37.107048475891276,-24.508320439081974,-19.075952197270116,-70.0,-70.0,12.223930979366378,-70.0,-34.996285809731916,-42.414114300074495,-70.0,-27.877595032267568,2078.388452328863,10163.891952232534,6274.164509064756,7476.117396642893,0.08128694423435201
0.0375,52.8432331774713,-67.33652279915968,14.046904087819664,-36.463199392952646,42.035106970739974,70.0,-70.0,18.572925178812596,21.004910867048967,-58.017375887604125,-70.0,-46.96703749001761,7523.930109782759,7996.515128011775,5686.159830230442,10471.918515472269,0.07130185705565129
0.041666666666666664,-15.375607751155208,70.0,60.43558409730711,-70.0,-70.0,-68.67450077729607,3.9647901865147133,-70.0,-48.40798807170179,70.0,70.0,44.400793127239126,8788.869138900063,14516.18705701084,7259.052870373106,11771.430430327886,0.059044160424522124
0.04583333333333333,-24.506639583750985,70.0,3.8661877030183156,66.24451595482981,-70.0,16.276781230221264,-26.8736320841737,70.0,32.12444131605594,-70.0,-70.0,-42.30672073338863,5515.52279104284,9553.269501306184,6654.1718312642515,11589.858619212935,0.06765543593451834
0.05,-42.05675391299459,-70.0,-51.28771508860476,-27.152684551110124,70.0,32.16257330407176,70.0,-70.0,-26.989811785553098,11.06598362570999,-70.0,-7.120297768312736,9299.200268708082,6671.699399871884,10528.449940219582,5073.154633913921,0.035730471733115235
0.05416666666666667,70.0,70.0,24.304880310891445,34.15467253957642,70.0,22.335058968769598,-4.762585266686242,-60.490448144952055,-16.914672325715895,59.760985494080785,-70.0,-63.22494248552977,10390.727206926758,6565.3965154241105,3967.88267508593,12468.768739522282,0.036514894391961046
0.058333333333333334,-70.0,-70.0,-26.664217385834654,-70.0,70.0,61.793950954278706,-52.20160242603961,-9.940036855276505,-3.88138762769306,-59.64965089974094,-70.0,-21.13385042512331,10510.980488799047,13618.492374539803,2838.876798446968,8904.72048625245,0.0320751483704205
0.0625,62.56122017369404,28.808568558279195,21.776297959544205,25.194821970209286,-70.0,-37.742468451715744,35.50233821040791,-26.401197908165756,-17.321101739206004,13.28181243211381,43.715626547602014,18.40718455101266,5218.047044821344,6959.272978939299,2257.459834852251,2426.2869890262978,0.014374234085368483
0.06666666666666667,-70.0,-70.0,13.91098583885286,-70.0,-70.0,-13.798424063187497,-70.0,-70.0,-43.774215132517845,-19.638922954268597,-70.0,-30.34104097830927,9993.515527008765,9990.396506627552,11716.181910467954,6206.26606245114,-0.05701266819035561
0.07083333333333333,70.0,70.0,54.25712698882,47.848041538501725,-70.0,-50.17765887380102,-14.216135896033782,35.57903767975087,24.166025129228103,-17.347462837725313,-70.0,-11.59944627509128,12743.83582908094,9707.23252912573,2051.9632125781163,5335.48162079499,-0.04871300341693389
0.075,10.036557697959008,-70.0,-26.214029557479947,-32.33552267407053,-70.0,10.867625128014533,68.30194871171264,-70.0,-31.806024810617043,24.173941393348976,-70.0,-59.79056248107302,5687.907836064893,6063.691302528383,10576.779412071011,9059.290804292168,-0.13840312084494524
0.07916666666666666,-70.0,70.0,18.604348830905924,-27.003261518507845,54.79185064674411,9.408865910691059,-34.90604619891783,70.0,24.441824405777812,-42.6581745355444,-70.0,-18.917925723028358,10146.12179542203,3819.849787657404,6715.8348415238615,7077.607768366986,-0.10736049939491643
0.08333333333333333,70.0,-70.0,-27.352103073631522,65.31076231760868,-70.0,-21.408828542164002,12.129602555572983,-46.15755572927158,-14.74800323956413,25.193533418609512,-70.0,-39.11521404579415,10548.137542550563,9623.83361405495,2495.150808611168,7064.714095962886,-0.19634110316312312
0.0875,-31.060347584910776,-70.0,-25.398880643059343,-10.568405610572821,70.0,20.47418022999599,49.89133472925519,70.0,12.705979493841111,4.71276451012712,-70.0,-23.564071506241604,6509.848330015848,5430.8832532399465,7550.587195964496,5477.475615279181,-0.21835216802351273
0.09166666666666666,48.05308455887826,70.0,18.3093752918627,70.0,-70.0,-27.511186250743112,-30.815590967514137,-70.0,-22.950131645827554,4.087762600389407,70.0,29.05778808492615,7544.332159200976,10556.865368923078,6376.309189237954,5761.064851465619,-0.22752945430960891
0.09583333333333333,-0.8378087232581414,70.0,18.934350738347764,-21.153963148105163,70.0,20.504682243828537,-31.984134402182924,70.0,53.52274464837623,-24.95455690215385,70.0,35.09588108449885,5259.211561339538,5767.932150791768,8787.669048152187,6754.450779280118,-0.13881120192717822
0.1,-31.65259766823825,9.511286989475334,2.115306399509847,-8.644054812240471,-70.0,-31.60533647923729,56.24246965648396,-70.0,-46.45155882435043,-5.2098929371362415,70.0,-6.111324497945394,1096.8260405073318,5973.616977562826,10220.962710272608,4964.4912715356095,-0.17047562424275736
0.10416666666666667,8.983802644800656,-56.45573847521988,-23.262108095793057,-61.91982985852893,70.0,29.941974240640004,-58.44051264654276,70.0,40.70257081217925,43.18324818409125,70.0,10.755992161708487,3809.084789803511,9630.58715113632,9971.992789111191,6880.484291111555,-0.1147298325193307
0.10833333333333334,70.0,-70.0,70.0,17.513850249037446,-67.00748497630637,-28.94382254836649,56.56915002732167,-36.75711826788006,-29.021036274074984,6.325426469286802,-34.42759879208257,-38.0033291449742,14700.0,5634.482857106961,5393.375024593724,2669.5236047082053,-0.025272744993630636
0.1125,70.0,-70.0,70.0,-9.508985017814803,70.0,9.1525065045367,-42.0626674396672,70.0,32.34403639635904,-50.798416845758794,70.0,70.0,14700.0,5074.1891713846135,7715.404682549038,12380.47915403547,0.11860753277800078
